ensembl_gene_id	gene_name	SC024_T1_N_AMR_R1	SC025_T1_N_AMR_R2	SC026_T1_N_AMR_R3	SC027_T1_N_AMR_R4	SC028_T1_N_AMR_R5	SC001_T1_N_AMR_R1	SC002_T1_N_AMR_R2	SC003_T1_N_AMR_R3	SC004_T1_N_AMR_R4	SC005_T1_N_AMR_R5	SC029_T2_B_AMR_R1	SC030_T2_B_AMR_R2	SC031_T2_B_AMR_R3	SC032_T2_B_AMR_R4	SC033_T2_B_AMR_R5	SC029_T2_B_AMD_R1	SC030_T2_B_AMD_R2	SC031_T2_B_AMD_R3	SC032_T2_B_AMD_R4	SC033_T2_B_AMD_R5
ENSMUSG00000026827	Gpd2	1.305867394	1.614130323	1.11909408	0.168234277	0.964295085	0.538930231	-0.529458808	0.245603563	-0.271873528	1.345200718	-0.422842114	-1.359952106	1.056857116	-0.97172817	-0.520792722	-0.813978064	-1.543513771	0.264991804	-1.30932159	-0.879743718
ENSMUSG00000026832	Cytip	0.541643712	0.093066417	0.336464372	0.421599288	0.568369435	0.999719614	1.17195222	1.459639665	1.509895723	1.517209858	-1.317441297	-1.169649608	0.047726373	-0.605571252	-0.744222197	-1.313998761	-1.188881413	-0.662943264	-0.772028311	-0.892550573
ENSMUSG00000026834	Acvr1c	1.073304875	0.560760597	1.151424862	0.955474888	1.496772324	0.705513145	0.550836952	0.691026837	1.052064561	1.056568985	-0.685796791	-0.703948426	-0.616716494	-0.897574758	-0.629117701	-1.533174579	-1.241762418	-0.765977932	-0.933456085	-1.286222843
ENSMUSG00000026867	Gapvd1	0.806866242	1.264274478	0.691821473	0.868117713	0.888706266	0.648139407	0.700385924	1.090818721	-0.194128619	1.178495578	-1.722039225	-1.015085766	0.853319234	-0.442292629	-0.452193084	-1.031609226	-1.053675663	-0.328145552	-1.443519202	-1.30825607
ENSMUSG00000026880	Stom	0.347396283	0.917922616	-0.057675082	-0.056274919	-0.390697839	0.932927493	-0.052004872	0.201077768	0.558730638	-0.30794237	-0.01393327	0.790011956	1.885969129	-0.061846838	1.18825252	-1.806212599	-1.65390299	0.556752781	-1.818274642	-1.160275763
ENSMUSG00000026925	Inpp5e	1.473561635	0.754946903	0.891863706	0.276907488	0.319385155	-0.026235264	0.853677245	0.903524816	0.342987366	1.439953642	-0.553419424	-0.638668254	1.149913124	-0.390470121	-0.547302058	-1.992511003	-1.436972265	-0.97151653	-0.494824905	-1.354801255
ENSMUSG00000026927	Entr1	0.668130248	-0.152696609	0.058075289	-0.074060325	0.246719074	1.364944021	0.671187572	1.178116632	2.042528582	1.319170822	-0.957297834	-1.384965816	0.577537024	-0.807494105	-0.323364108	-0.989249467	-1.137127357	-0.003091747	-1.070235263	-1.226826633
ENSMUSG00000026944	Abca2	0.848282101	0.870299042	1.343708879	1.114756347	0.905409113	0.723738394	1.27451621	0.50323485	-0.229587931	1.102378052	-1.382104515	-1.458407429	0.284065528	-0.772014625	-0.397027625	-1.191843299	-0.91670502	-0.265954953	-1.230469956	-1.126273165
ENSMUSG00000026965	Anapc2	1.82523256	0.15740133	0.592486492	1.022881996	0.855177716	1.838478599	1.560952409	-0.005042217	-0.357361885	-0.06449815	-0.57574441	-0.217715187	-0.281325333	-0.952217852	-0.145223765	-1.509370811	-1.406304665	-0.521295617	-0.867682686	-0.948828527
ENSMUSG00000026972	Arrdc1	0.524675106	0.52823897	0.635805043	1.663584012	0.938268695	-0.2049075	1.036254033	1.2502117	0.910040422	-0.604299368	-1.005217386	0.230311342	-0.123108231	-1.193597263	0.474980539	-0.366438733	-0.190902362	-1.937578522	-1.819120907	-0.74719959
ENSMUSG00000026980	Ly75	0.654094348	0.536451632	0.847256965	0.534483315	0.69315469	0.460571795	0.882614712	0.665660173	0.294055436	0.980931143	-0.286112927	0.369328443	0.707122857	-0.113173902	0.378496797	-2.069294446	-1.517395538	-0.403006467	-2.09156705	-1.523671976
ENSMUSG00000026994	Galnt3	0.552814771	1.124505792	0.675125757	0.618249981	0.732577722	1.173416398	0.681946327	0.532562897	1.49684775	1.159918064	-0.762100376	-0.352217301	0.0503436	-0.625405806	-0.512619727	-1.730077766	-1.171328758	-0.89191988	-1.505021651	-1.247617792
ENSMUSG00000027002	Nckap1	1.207163027	0.426117384	1.250027891	0.887816642	0.630007705	-0.559056365	0.888065758	-0.028108946	-0.674825779	1.328947889	0.018985196	0.55018056	-0.503136131	0.285843493	1.009193198	-1.088392965	-1.074876656	-2.007907006	-1.374983077	-1.171061819
ENSMUSG00000027010	Slc25a12	1.248405903	1.526657746	1.921084025	0.701734624	0.867556073	0.299191618	0.655556888	0.181089495	0.308396874	0.714468856	-0.332163904	-0.191569464	-1.099767335	-1.112385177	-0.326705695	-1.355098012	-0.686673016	-1.344935224	-0.633735649	-1.341108627
ENSMUSG00000027082	Tfpi	0.701746597	0.908162436	1.380812884	0.206519749	0.780924164	-0.193673629	0.216873573	0.071606186	0.634023103	0.500351774	0.643571719	0.660098767	0.434619052	0.008507288	0.72698199	-1.34670698	-1.296343017	-1.9599749	-0.930246317	-2.14785444
ENSMUSG00000027088	Phospho2	0.857954374	0.764551516	0.519219691	0.896131092	0.686556596	1.703490287	0.051638744	1.628598764	0.181567146	0.36121231	-0.577681342	-0.568644231	0.5669136	-1.242161887	-1.540129252	-0.91741842	-1.190661825	0.326925434	-1.182525983	-1.325536611
ENSMUSG00000027200	Sema6d	0.906948843	0.873257253	1.058673126	0.836243883	1.113944442	0.666521196	0.825663688	0.701237892	0.585706936	1.042416824	-0.785557929	-0.689899611	0.438352587	-0.554472449	-0.388249714	-1.643870103	-1.465706916	-0.594972301	-1.659441637	-1.266796013
ENSMUSG00000027215	Cd82	0.691989975	0.688952258	1.052442816	0.792815014	0.485059273	0.997549014	1.045272759	0.696910136	0.972023028	-0.056473509	-0.253733708	0.370728213	0.163224494	-0.883871615	0.274025505	-1.453502083	-1.701504058	-0.425049963	-2.119232021	-1.337625529
ENSMUSG00000027222	Pex16	0.831986102	0.626797568	0.625650425	0.671017931	0.551416771	1.200462216	1.259160948	0.893901	1.675034815	0.575148292	-1.080467947	-0.779374655	-0.003583635	-0.588357417	-0.563133626	-1.468890806	-1.171791698	-0.715916331	-1.043531699	-1.495528252
ENSMUSG00000027223	Mapk8ip1	1.442353297	0.27639195	1.003930014	0.898076585	1.440781384	0.662028444	0.882115976	0.825099235	0.456067139	0.541360214	-1.043884754	-1.346397235	-0.003492676	-0.366928952	-0.434548625	-0.745809888	-0.758645042	-0.230665543	-1.863660904	-1.63417062
ENSMUSG00000027253	Lrp4	1.043629409	0.860901661	0.933413461	0.816581734	1.205732467	0.922214665	0.979805575	0.701907181	0.481012352	0.873180971	-0.984254977	-1.174267491	0.406915863	-0.838062714	-0.591721899	-1.38731148	-1.302570017	-0.25270867	-1.342845358	-1.351552734
ENSMUSG00000027257	Pacsin3	0.98673704	0.520990692	1.088882835	0.32948775	0.769843509	0.447246701	1.142839502	0.908373013	0.679285169	0.46572868	-0.019439756	-0.354902189	0.232268992	0.383758574	0.077375921	-1.262218349	-2.127691581	-1.259121016	-1.88608439	-1.123361097
ENSMUSG00000027272	Ubr1	0.520936669	0.52135725	1.228091188	0.530146992	0.668072236	0.709736208	0.897762556	0.802034273	-0.753156374	2.364927728	-0.761038656	-1.320273896	0.11802644	-0.627920249	-0.839049264	-0.869616302	-0.641980788	-0.026871936	-0.856650029	-1.664534044
ENSMUSG00000027286	Lrrc57	0.89265274	0.931086302	1.054419747	1.059044201	0.942950046	0.797902843	0.199867077	1.402027945	0.953469642	0.551666358	-1.215029007	-1.824995048	0.126349403	-0.574170501	-0.315950452	-1.132267654	-1.074695193	-0.841885927	-0.750932056	-1.181510469
ENSMUSG00000027309	4930402H24Rik	1.078626804	0.639122341	0.871677961	0.444698422	1.213213198	0.464032233	1.220730654	0.616000638	0.333492791	0.864045612	-1.09928953	-1.082152905	0.935941232	-0.662143956	-0.082262068	-1.547885084	-1.652400658	-0.01574225	-1.311729157	-1.227976277
ENSMUSG00000027329	Spef1	0.809054934	0.872559025	0.632723192	0.978378103	0.911966145	1.433694177	1.206890419	0.691098098	0.943500181	-0.105749194	-1.305016548	-0.601320503	0.586792004	-0.715156229	-0.953514118	-1.248769903	-1.234496673	-0.245450974	-1.338357814	-1.318824322
ENSMUSG00000027330	Cdc25b	1.182824146	0.611612621	0.807609428	0.965989691	0.978338358	1.056798804	1.393939874	0.643606449	0.428547446	0.850972053	-0.986286117	-0.818681255	0.282264817	-1.126799362	-1.205318197	-1.608849606	-0.825212706	-0.583345323	-1.298262049	-0.74974907
ENSMUSG00000027340	Slc23a2	0.80070956	-0.780954804	0.19515591	-0.847277741	-0.071926032	0.42110962	1.584874921	0.608539378	-0.506616567	1.407685043	-0.548809606	0.103824025	0.692112081	1.280135526	1.463216518	-0.786684488	-1.1287363	-1.209264404	-1.639149384	-1.037943256
ENSMUSG00000027346	Gpcpd1	0.749430897	-0.079148853	0.875113006	-0.178686127	0.443318185	0.1342927	0.545743671	0.89241156	1.451648993	1.318865567	-0.857229194	0.066043084	0.654740708	-0.002992538	0.559927425	-2.388977086	-1.385117904	-0.282666966	-1.508191576	-1.008525552
ENSMUSG00000027420	Bfsp1	0.433976678	0.95368186	1.026457766	0.784675033	0.89266938	1.001376526	0.942470774	0.738596949	1.183188771	0.48467727	-0.572399524	0.031706012	-0.691108697	-0.767917614	0.102073169	-1.423270342	-0.369485267	-2.002277061	-1.438220324	-1.31087136
ENSMUSG00000027427	Polr3f	1.507264577	-0.061476587	0.366687999	0.349677912	1.547045485	1.604667612	-0.148245129	0.782463722	0.114636499	1.494220349	-0.908550319	-0.007219	0.273610085	-0.226710063	-1.140852763	-1.202810383	-1.379797338	-0.754431487	-1.148321943	-1.061859229
ENSMUSG00000027428	Rbbp9	1.642608874	-0.296279609	1.018847126	1.000533601	0.238324713	0.825088852	0.684877439	0.485065541	0.51118924	1.060537948	0.016983787	0.839056355	-0.578913485	-0.923932318	-0.65877479	-1.307664201	-0.623842826	-0.331931617	-2.203473962	-1.398300669
ENSMUSG00000027452	Acss1	0.926252654	0.958825687	1.022076424	0.785734026	0.951156961	0.774541098	0.813499412	0.614642665	0.754190566	0.595605541	-0.891356606	-1.127150082	0.758909646	-0.637633267	-0.33641066	-1.421372922	-1.728471781	-0.028853663	-1.546514539	-1.23767116
ENSMUSG00000027463	Slc52a3	0.677601359	1.099087233	0.377765037	0.745251675	0.367260787	1.48949091	0.914877223	0.863762272	1.259526567	0.922594958	-1.396201582	-0.364761179	-0.212167043	-0.142869296	-0.514632584	-1.790373559	-1.05235765	-1.185947815	-0.954593201	-1.103314109
ENSMUSG00000027465	Tbc1d20	0.904247479	-0.436390164	-0.068445791	-0.379679578	0.301270507	0.117333145	0.61589862	-0.99545648	0.369967651	0.202776877	0.147910843	2.121115823	0.223168812	0.70613642	1.704248374	-2.076259857	-0.891908725	-0.175569212	-1.528544441	-0.861820302
ENSMUSG00000027489	Necab3	1.262646797	0.925565989	1.2786459	0.336693501	0.485440257	0.621582607	0.774653471	1.242616944	-0.390187546	0.932654975	-1.061312832	-0.860359524	0.313704473	-1.084185015	0.126713195	-1.26958487	-0.752046125	0.426405039	-1.754345072	-1.555302165
ENSMUSG00000027490	E2f1	0.701779273	0.719306113	0.735249955	1.109805512	0.525828809	1.507789142	1.385511666	1.047875527	1.126458725	-0.037205665	-0.88597756	-0.74846834	0.132332138	-0.934610416	-1.078856043	-0.828938346	-1.382198482	-0.790488834	-0.928544297	-1.376648879
ENSMUSG00000027508	Pag1	0.656713875	0.495825807	0.956689433	0.407910193	0.783682855	0.441298961	1.170180064	0.879065667	0.407597977	1.857209684	-1.077856834	-0.570510572	0.245532431	-0.446724884	0.091715646	-1.786734607	-1.194730927	-0.574744371	-1.694810427	-1.047309971
ENSMUSG00000027602	Map1lc3a	0.878697852	0.802280776	1.117601262	0.833562176	0.281087037	1.250741428	0.932016537	0.839868394	1.272392624	-0.264190717	-0.679768379	-0.058321729	0.202404321	-0.551223953	-0.505571667	-1.854395074	-1.349926029	-0.204993218	-1.60666629	-1.335595354
ENSMUSG00000027634	Ndrg3	0.675034722	0.803521937	1.013689089	0.470192561	0.327841584	0.715410093	0.396551365	1.201727274	1.196919807	0.901932712	-1.138699707	-1.191766792	0.907666519	-1.210972963	-1.165783026	-0.982328699	-1.958300963	0.322404529	-0.433461337	-0.851578706
ENSMUSG00000027641	Rbl1	1.129238172	1.035015204	0.737067007	1.037881832	0.72933139	0.645683698	0.822046624	1.590582187	0.166937343	1.262685805	-1.51079284	-0.688982884	-0.568842838	-0.969647276	-0.887343094	-1.194541226	-1.054545896	-0.837463218	-1.009022842	-0.435287148
ENSMUSG00000027650	Tti1	0.861780087	1.030771228	1.464670557	0.55464683	1.131674984	0.599674792	1.475963497	-0.044903879	-0.038349443	1.472294813	-0.592547792	-0.147887663	-1.062174793	-1.213029799	-0.539563459	-0.954422832	-1.209094489	-0.452379449	-0.868789657	-1.468333535
ENSMUSG00000027651	Rprd1b	0.964305443	1.198067739	1.226523406	1.305836089	1.595019295	-0.146716382	0.106568917	0.633286281	-0.677920686	0.696938523	-0.93882548	-1.68622513	0.882477254	-0.354092323	-0.25143903	-1.262856071	-1.398572981	-0.45758144	-0.817981145	-0.61681228
ENSMUSG00000027667	Zfp639	0.759058702	0.485154048	1.068018714	1.19834027	1.002877737	0.046944225	-0.10630692	0.837039919	1.409741322	1.219112129	-1.260374248	-1.21495752	0.673825251	-1.111947336	-0.604442089	-1.318761256	-0.166799983	-0.29494328	-1.249573311	-1.372006374
ENSMUSG00000027698	Nceh1	1.280052963	1.138803072	1.193677615	0.890368237	0.889862088	0.638476645	0.514436308	0.713547214	0.844155304	0.829439046	-1.047680033	-0.989935153	0.163679318	-0.785446735	-0.433698215	-1.500212052	-1.389807373	-0.438273871	-1.38937037	-1.122074008
ENSMUSG00000027803	Wwtr1	0.822527224	0.741141101	0.787350769	0.798415075	0.866999606	0.666840662	0.66484719	0.670810204	0.662575789	0.722999146	-0.056487547	0.32795526	0.142549917	0.02149422	0.256296898	-1.732192755	-1.519347824	-1.411419232	-1.909639067	-1.523716636
ENSMUSG00000027806	Tsc22d2	0.729161268	1.079809574	0.183451174	-0.187238404	1.701629316	0.278617252	0.079200569	0.234061865	0.47703641	1.890003355	-0.621048453	-2.109277143	-0.073962518	-1.113941122	-0.472157998	0.029279826	-0.424791363	0.768645208	-1.628005518	-0.820473299
ENSMUSG00000027863	Cd2	0.887624285	0.841942726	0.714788438	0.81489053	0.719088035	0.882935051	0.814338319	0.891910281	0.967181636	0.798697013	-0.615441807	-0.448783705	0.385625163	-0.503338428	-0.217916039	-1.617073479	-1.954961556	-0.407058801	-1.516073805	-1.438373859
ENSMUSG00000027878	Notch2	-0.300226276	0.599303318	0.59914103	0.026908837	0.497554778	1.657398935	1.52543679	0.717881597	0.304823749	1.873505429	-1.570465809	-1.119689507	0.284400529	-0.319553282	-0.329606328	-1.299840135	-0.68626649	-0.209884863	-1.095259989	-1.155562312
ENSMUSG00000027905	Ddx20	0.515002181	2.043833274	0.495862624	1.362271074	1.516480874	1.34370348	-0.216241344	-0.604118027	0.025181027	0.181090207	-1.160187284	-0.382111688	0.607188327	-1.19853167	-0.649047687	-0.53393848	-1.186565877	-0.329627343	-1.511114506	-0.319129161
ENSMUSG00000027907	S100a11	1.175627376	0.550727498	0.403586759	0.70659475	0.483370626	0.762110278	0.389571837	1.229505859	1.586091275	1.478345903	-1.029521016	-0.327222374	-0.294325708	-0.644303074	-0.588052793	-1.772122836	-1.070381598	-1.094941622	-1.175928124	-0.768733014
ENSMUSG00000027947	Il6ra	0.358690088	0.837992862	-0.004160426	0.868762832	0.676442663	1.294477749	0.599316824	1.382802204	0.507046623	1.683350507	-1.246033972	-1.551186411	0.401313963	-0.913077827	-1.099467718	-1.067905541	-0.854482414	0.065804679	-0.98642597	-0.953260714
ENSMUSG00000027983	Cyp2u1	0.83309248	0.360573547	0.518386625	0.745299013	0.340611994	-0.535014691	1.151003725	0.975187797	1.361864191	1.463328287	-0.422468967	-1.147380122	0.815174781	-0.953789595	0.115727017	-0.656640989	-1.666268262	-0.652812492	-1.803036694	-0.842837647
ENSMUSG00000028016	Ints12	0.988680831	0.909023297	1.131798591	0.683101407	1.044450832	0.219546989	-0.146704709	1.887393827	1.205569091	0.269699539	-0.416773577	-1.102708615	-0.057408779	-0.198964883	-0.56865965	-1.823590557	-0.933601009	-1.14868623	-1.114433797	-0.827732597
ENSMUSG00000028047	Thbs3	0.911620443	1.141858691	0.941773894	1.058071754	0.901888003	0.757861752	0.755451188	0.755877308	0.326110658	0.631809192	-0.615790944	-1.972313732	0.57803474	-1.200437898	-0.233593432	-1.56295157	-1.342014076	-0.121115084	-0.847527459	-0.864613429
ENSMUSG00000028057	Rit1	0.843700812	1.380132989	-0.087382852	0.76026302	-0.122919468	1.207786526	0.428731171	0.7399645	1.16573263	-0.735700273	0.785913921	0.874081472	-0.144740448	-0.473271668	-0.637632688	-0.75802579	-2.030989746	-0.046873603	-1.580532097	-1.568238409
ENSMUSG00000028059	Arhgef2	0.574995895	0.750612279	1.023215278	1.139623361	1.699209606	0.429549664	1.45957351	0.335920683	-0.238972084	1.064591223	-1.47141745	-0.575149988	-0.040143941	-0.643530527	-0.523204037	-1.142886213	-0.759650215	-0.213121852	-1.545367721	-1.323847473
ENSMUSG00000028134	Ptbp2	0.050723329	0.227160933	1.262596257	-0.353071261	1.457141547	-0.495411031	1.4862199	0.432841909	1.17419203	1.436575628	-0.655247707	-1.766179026	0.622458688	-1.179254257	-0.184545062	-0.518760901	-0.884297337	0.086006749	-1.401346171	-0.797804219
ENSMUSG00000028159	Dapp1	0.209742423	0.633969221	0.980925354	0.832769101	1.670619715	0.900113154	0.883354348	1.312579658	0.197483716	0.774766326	-0.606266353	-0.793501497	-0.00279134	-1.21818619	-0.372395005	-1.15418492	-1.818808374	-0.366922353	-1.593556238	-0.469710746
ENSMUSG00000028184	Adgrl2	0.633226865	0.727597158	0.818323782	0.79420883	0.673257093	0.732522827	0.937383483	0.923778859	0.69429938	1.174535184	-0.585511755	-0.087792258	0.373176595	-0.436735709	0.015872853	-1.872187476	-1.270397999	-0.986256545	-1.855146471	-1.404154697
ENSMUSG00000028194	Ddah1	-0.085229784	0.126047017	0.918869191	0.542482976	0.355651904	0.833888739	0.795749172	0.509153977	0.319590061	0.785306692	-0.046276352	-0.284541881	1.877484322	0.001185796	0.338751656	-1.257135218	-2.335851345	-1.458067698	-1.535814321	-0.401244905
ENSMUSG00000028233	Tgs1	0.089516852	0.888930423	0.658555013	0.77026742	0.715922919	0.625734985	0.681244796	1.502529396	0.365591796	1.486082252	-0.726834039	-1.504749815	0.929187897	-1.071473222	-1.348978649	-0.838687651	-0.778976123	0.020620855	-1.575527067	-0.888958037
ENSMUSG00000028266	Lmo4	0.867960419	0.753429813	0.852534772	0.759938055	0.705709839	1.034894113	0.93612518	0.978531087	1.158579229	0.926928155	-0.993144272	-0.632983303	0.151735456	-0.934703006	-0.481817923	-1.390028439	-1.51705276	-0.475298256	-1.62111667	-1.080221487
ENSMUSG00000028369	Svep1	0.803906234	0.72265944	1.140397779	0.801032299	1.067779549	0.369684792	1.08893596	0.798002538	0.69073776	1.397311955	-0.903841064	-0.561122105	-0.09037859	-0.816474631	-0.524007128	-1.94357955	-1.259451513	-0.506425183	-1.325703996	-0.949464548
ENSMUSG00000028382	Ptbp3	0.898007051	0.746582313	0.896004841	0.570099388	0.618505647	0.387927974	0.179757227	1.566720357	0.456630008	2.163638096	-1.601773427	-1.227918478	-0.444978721	-0.629190295	-0.779076681	-1.325982254	-0.765981168	-0.568905851	-0.62371097	-0.516355057
ENSMUSG00000028383	Hsdl2	0.917958862	1.016156824	0.988371184	0.852307553	0.046990348	0.223483935	0.17359688	0.490141	1.977675159	1.658920244	-0.710481811	-0.301109793	-0.09033611	-1.078933009	-0.901761238	-1.034799257	-1.264899822	-0.71173337	-1.392951472	-0.858596109
ENSMUSG00000028397	Kdm4c	0.104217268	0.514114402	1.482416785	0.560771528	1.134279543	-0.226505285	0.272428588	1.213141651	0.47034058	2.39937982	-0.301222884	-0.44645531	-0.800757065	-1.472696947	-0.599686062	-0.715746056	-0.637791853	-0.857498037	-0.893282476	-1.199448189
ENSMUSG00000028436	Dcaf12	0.653581757	1.713991737	0.629120742	0.962226208	0.912266502	0.901076857	0.528983133	1.180553805	0.700399683	-0.292236159	-1.77481735	-1.231418843	0.444625595	-0.736479829	-0.901116503	-1.460651506	-0.577960256	0.120090554	-1.158956623	-0.613279505
ENSMUSG00000028437	Ubap1	0.439583984	0.831196338	0.448438423	0.208612327	0.72943902	1.287800703	1.043902545	0.966050258	1.645709847	0.702065104	-0.462950282	-0.341640612	0.134946156	-0.766009097	-0.837662941	-1.571228054	-1.468489578	-0.113373376	-1.586389541	-1.290001227
ENSMUSG00000028445	Enho	0.621865475	0.31063159	0.313938907	0.886927096	0.670152079	0.619735567	1.059055459	0.708658625	0.915642979	0.518435485	-1.499981858	0.900925491	0.884843229	-0.555161235	-1.195458117	-2.068194431	-1.420178553	0.346189192	-0.876419315	-1.141607665
ENSMUSG00000028456	Unc13b	0.285631514	0.114743858	0.705496557	0.373053894	0.609108991	1.200176705	1.726488758	0.84854593	0.221734596	1.534017237	-0.687300985	-0.838629492	0.416119882	-1.50001005	0.120757694	-0.249187857	-0.757634049	-1.898699019	-1.224291353	-1.000122813
ENSMUSG00000028470	Hint2	1.619729314	-0.024512681	0.827838935	0.773531207	-0.077860216	1.313400213	1.502518357	0.984359527	0.295457232	-0.739738768	-0.709315954	0.65667724	-0.549645948	-0.442352318	0.642157776	-1.499641982	-1.505836497	-0.97128976	-1.037666942	-1.057808736
ENSMUSG00000028479	Gne	1.524565187	0.750218699	0.775456302	1.151382688	0.867774082	1.320682405	0.771180652	0.01017726	1.002126207	0.287794538	-1.064915466	-0.016251215	-0.276972942	-0.455183117	-0.66189905	-1.551938463	-0.860693107	-0.486689404	-1.545299247	-1.541516008
ENSMUSG00000028480	Glipr2	0.886323265	1.02704784	0.849317921	0.857261013	0.774290609	1.018780869	0.888540686	1.07128774	1.161489792	0.732743393	-1.061293743	-1.128171136	0.095740672	-0.984679527	-0.861987827	-1.370243155	-1.319904982	-0.537476213	-1.121148251	-0.977918966
ENSMUSG00000028494	Plin2	0.983724268	0.772672233	0.658326245	0.768687962	0.672288835	1.087906134	1.098531091	0.960189019	1.09239566	0.493116313	-1.095270951	-0.815261412	0.240197808	-0.82540174	-0.510962084	-1.7266953	-1.429716581	0.142800047	-1.327697107	-1.23983044
ENSMUSG00000028496	Mllt3	0.955669788	-0.140158173	1.482310423	0.956097836	0.860532383	0.423457709	0.433670806	1.253699042	0.772652245	1.689132923	-1.756082123	-0.710740029	-0.617638776	-0.926658706	-0.362094183	-0.797453787	-0.558515855	-0.962808723	-0.980725919	-1.014346881
ENSMUSG00000028525	Pde4b	0.78897464	0.789538073	1.033640612	0.92734172	1.223887447	0.556365859	0.911567445	1.067783241	0.558745235	0.580572798	-0.985078857	-1.555630117	0.422195702	-0.591890122	-0.039327787	-1.315093782	-1.902390873	-0.601978257	-1.033402554	-0.835820425
ENSMUSG00000028550	Atg4c	0.787534389	0.782659906	0.823832358	0.560642871	0.855380512	1.019916172	0.847931316	1.291838427	0.74063148	1.03161243	-0.679199329	-0.94198404	0.477189485	-0.784413017	-0.527573019	-1.44318029	-1.4644458	-0.63685631	-1.636094657	-1.105422883
ENSMUSG00000028555	Ttc39a	0.728790284	0.020742332	0.771815023	0.630726338	0.834307229	0.524946584	0.976268955	0.995031215	0.866628613	1.147845267	-0.179550557	0.588228806	-0.491017808	-0.167645927	-0.015173117	-2.405871347	-1.170962548	-1.492169055	-1.325110557	-0.837829732
ENSMUSG00000028563	Tm2d1	0.908895429	0.967130771	0.689666122	1.078622436	0.617644763	0.573140253	0.618286659	1.522618203	0.113734546	-1.746737922	0.457277779	-0.082912959	-0.154387151	-0.077761068	0.619811797	-1.122846765	-2.053658062	-1.280847595	-0.920118915	-0.72755832
ENSMUSG00000028565	Nfia	0.579894778	0.752352655	0.83590261	0.606773698	1.279903169	0.76259395	0.662781192	0.693936129	0.922805863	1.019120403	-0.881091001	-0.52121313	0.887139016	-0.874522041	-0.369301723	-1.371700689	-1.185329823	-0.398620731	-1.830308878	-1.571115446
ENSMUSG00000028572	Hook1	0.590535284	0.607386776	0.863355723	0.846744741	0.676823877	0.133375097	0.415099495	0.698854204	0.456949457	1.12035663	-0.067437194	0.569018804	0.707513388	-0.160611056	0.274763111	-2.353622264	-1.179680993	-0.855809524	-1.538147601	-1.805467954
ENSMUSG00000028581	Laptm5	1.09531659	0.99508238	0.818191594	0.857006069	0.44170294	0.66781311	0.970064784	-0.509763667	-0.297254508	-0.047642883	-0.066742131	0.744901562	1.052741095	-0.078841759	0.477212563	-1.689087148	-1.735050118	-0.354928173	-1.705429417	-1.635292882
ENSMUSG00000028603	Scp2	0.93242445	0.917825861	0.898289604	0.855599914	0.677771098	0.573883328	0.578124211	1.403848205	1.634016846	0.50739497	-0.904657479	-0.39905272	-0.068796891	-0.817485183	-0.697335318	-1.425107981	-1.235400252	-0.878755587	-1.232344961	-1.320242115
ENSMUSG00000028607	Cpt2	1.195835077	0.847248185	1.057886051	0.695662337	-0.004480374	0.771472623	0.825558282	0.779525759	0.176135702	1.197384937	-0.448502786	0.228914367	0.212952529	-0.673156968	0.113515221	-2.189938025	-1.517562044	-0.538108856	-1.463225099	-1.267116919
ENSMUSG00000028613	Lrp8	0.253513722	0.706349726	0.850909808	0.364253841	1.325157681	0.68363637	1.310956883	0.46891875	0.992745087	1.441980644	-0.626624384	-0.423259021	-0.194957317	-0.013237406	-0.254062027	-1.271794426	-1.614235043	-1.051785786	-1.510229957	-1.438237145
ENSMUSG00000028657	Ppt1	1.294197136	0.549399218	0.99429232	1.376791113	0.573578583	0.602092335	0.477767818	1.055851402	1.2684814	1.006789062	-0.96706878	-0.176462733	-0.577390446	-0.862018665	-0.960949816	-1.360751553	-0.896514975	-1.196015648	-1.151788363	-1.050279409
ENSMUSG00000028669	Pithd1	0.647354931	0.454514638	0.821791642	1.023666555	0.783965912	1.492508051	0.987089744	0.750800013	1.36019874	0.669097096	-0.694424099	-0.341493215	-0.136541947	-0.966030518	-0.603345716	-1.471969511	-1.070824144	-1.254854337	-1.513303169	-0.938200665
ENSMUSG00000028670	Lypla2	0.954673642	0.882563442	1.14610871	1.089906342	0.791192948	1.13004116	1.220440846	0.539289518	1.076007267	-0.15460832	-1.201596594	0.001007813	-0.088185958	-0.79602913	-0.46777562	-1.508899986	-0.997000818	-1.216269829	-1.141410643	-1.259454791
ENSMUSG00000028671	Gale	0.647215134	0.527003761	0.389524243	0.566385938	0.25937133	0.031293118	0.91122376	0.207600922	-0.274533831	-0.882748314	0.511591715	1.685457686	-0.09196608	1.343399266	1.05870939	-1.96272165	-0.997203236	-1.258345137	-1.328808423	-1.342449592
ENSMUSG00000028672	Hmgcl	0.743246007	0.474819212	1.078417667	1.027641696	0.825798722	1.047828409	1.008381439	1.226151974	0.995652486	-0.150153798	-0.670586746	0.025880648	0.078155235	-0.774395772	-0.189775274	-1.333835775	-0.989313925	-1.044809032	-1.551281598	-1.827821575
ENSMUSG00000028677	Rnf220	0.853174739	1.017691438	0.200985167	0.474094459	1.023308995	1.419841881	1.286280997	-0.474482811	1.690200868	0.596350905	-0.997593747	-1.021410491	-0.064968759	-0.922176256	-0.429948919	-1.273034154	-1.35957916	-0.063771032	-1.398206876	-0.556757245
