ensembl_gene_id	gene_name	SC01_T3_N_AMD_R1	SC02_T3_N_AMD_R2	SC03_T3_N_AMD_R3	SC04_T3_N_AMD_R4	SC01_T3_N_AMR_R1	SC02_T3_N_AMR_R2	SC03_T3_N_AMR_R3	SC04_T3_N_AMR_R4	SC06_T6_N_AMD_R1	SC07_T6_N_AMD_R2	SC08_T6_N_AMD_R3	SC09_T6_N_AMD_R4	SC10_T6_N_AMD_R5	SC06_T6_N_AMR_R1	SC07_T6_N_AMR_R2	SC08_T6_N_AMR_R3	SC09_T6_N_AMR_R4	SC10_T6_N_AMR_R5	SC11_T18_N_AMD_R1	SC12_T18_N_AMD_R2	SC13_T18_N_AMD_R3	SC14_T18_N_AMD_R4	SC15_T18_N_AMD_R5	SC11_T18_N_AMR_R1	SC12_T18_N_AMR_R2	SC13_T18_N_AMR_R3	SC14_T18_N_AMR_R4	SC15_T18_N_AMR_R5	SC16_T24_N_AMD_R1	SC17_T24_N_AMD_R2	SC18_T24_N_AMD_R3	SC19_T24_N_AMD_R4	SC16_T24_N_AMR_R1	SC17_T24_N_AMR_R2	SC18_T24_N_AMR_R3	SC19_T24_N_AMR_R4
ENSMUSG00000024610	Cd74	0.62081838	0.56811566	-0.484438356	0.107077395	-0.66318479	-0.892509497	-2.10520598	-1.131210036	0.487307368	0.395826218	0.79626598	1.03269043	0.715981732	-1.013866349	-1.638281592	-0.636447164	-0.470683132	-0.803809327	0.804688774	1.351872644	1.343331578	1.426993102	0.862050243	-0.493812624	0.54053997	-0.538079473	-0.570746423	-0.099485395	1.272238987	2.185105495	0.785440168	-0.971070587	-0.950332772	0.284012452	-1.290324742	-0.82686834
ENSMUSG00000024613	Tcof1	1.134261774	1.137942435	1.88013552	-0.593075903	0.474697815	-1.304193587	0.070410807	0.167463672	0.13823854	1.015115396	1.322971863	1.171530885	0.361232108	-0.564071423	-0.295527617	0.068322344	-0.688879293	-0.388104646	1.129758825	0.549272795	-0.243886589	1.460641531	1.635435462	-1.06060406	-0.531250758	-0.797114595	-0.687227752	1.126148243	-0.549111807	-1.549640488	-0.22009574	-0.85670121	0.179995197	-1.465132684	-1.361065225	-1.867891836
ENSMUSG00000024621	Csf1r	0.969709379	0.661243311	1.015883957	0.654037788	-0.095649161	-0.078497466	0.023040926	0.035804386	-0.199167233	0.473362165	1.094847468	0.097853715	0.009200281	-0.751358725	-0.150792137	-0.002998991	-0.600400038	-0.477196215	0.589376562	0.82299953	0.421049517	2.109233095	-0.920182244	-0.980498317	-0.678359815	-0.612335225	0.292620842	-1.764141684	0.271589351	2.322649527	0.710225761	0.656154783	-2.002791545	-2.520958728	-1.060007731	-0.335547092
ENSMUSG00000024646	Cyb5a	0.687936445	0.398853347	0.012545216	0.239648409	-0.51326128	-0.351566022	0.243552451	-0.046021796	0.229060499	1.445992713	1.158254491	1.399420725	1.822440906	0.366327561	-0.239479337	-1.016069394	0.280395192	-0.304308835	0.012025244	1.238677814	0.988038009	0.297171679	1.122357003	-2.125413913	-0.776658874	-1.38264779	-2.125516071	-0.683923353	-0.23779864	-0.972954877	1.548725836	0.891617482	-1.354542836	-0.554388216	-0.700913581	-0.997576209
ENSMUSG00000024660	Incenp	1.553265549	1.031710572	0.790176322	1.500824348	-0.399496198	-0.508409474	-0.535270688	0.522815455	0.048070015	1.463074269	2.059147682	0.015061722	0.536016682	0.510442222	-0.663586899	-0.881223693	-0.990890294	0.28400861	0.312330076	0.735815182	-1.352695381	-0.010469466	1.19852411	-0.640321843	-1.235000998	-1.894629179	-0.995628426	-0.393988002	1.173044535	0.133622642	0.391788576	-0.010409434	-0.064336772	-2.321298166	-0.599593147	-0.762490509
ENSMUSG00000024663	Rab3il1	0.638411539	1.222810729	0.578489106	0.868717802	-1.161739885	0.125646276	0.137578391	-0.974193944	-0.076607387	0.288259419	0.463822361	-0.209920944	-0.223050702	-0.797187511	-0.656904587	-0.80176057	-1.134286483	-1.511119069	1.077419342	1.660164554	1.435764587	1.37259125	0.596361035	-0.616251894	0.169421888	-0.20807638	-1.176572653	-0.491320693	0.909406297	1.622418185	-0.4410251	2.006840035	-1.115130341	-1.623823387	-1.31540106	-0.639750207
ENSMUSG00000024667	Tmem216	1.377199737	1.353275184	0.90415998	1.241667173	0.231017376	0.016471654	-0.192551811	0.162840805	0.649402217	0.790046518	1.209389014	1.724042119	1.177282812	0.354007396	-0.581965405	-1.161285256	0.089381662	-0.675291124	0.295161453	0.357223387	0.01824075	1.149131792	0.239840477	-1.54598886	-0.376797486	-2.061467718	-2.208652392	-1.088914441	-0.006281026	0.181214156	0.943287529	-0.846340897	-0.822838943	-0.73275489	-1.18358973	-0.979563214
ENSMUSG00000024691	Fam111a	0.193248496	-0.30659877	0.430908195	0.301379138	0.372349099	0.479058051	-0.218967557	-0.230871541	-0.898311339	0.160788034	0.335358022	-0.975830596	0.232250694	-0.868301331	0.758980944	-0.11995321	-0.130030415	-0.302536822	0.862169519	1.764819217	1.663369143	-0.008473147	1.440866145	1.459996635	0.395265884	1.37660961	0.120511077	1.482792572	-2.066385059	-1.971114794	-0.616457165	-0.724243922	-0.04823119	-1.851697263	-1.137312869	-1.355403487
ENSMUSG00000024791	Cdca5	1.102110547	0.692543687	0.866728642	1.587869348	1.011240146	-0.121574663	0.597432321	0.499616871	0.744012795	1.028611881	0.201327244	-0.256734385	-0.408433127	0.204210438	-0.28644333	0.899404876	-0.037754071	-0.451794383	0.527222897	1.100278958	0.584646129	-0.787702592	-0.15657799	0.280778698	-0.764425533	-0.977891902	-1.351759787	0.103203962	-0.677064532	0.973414869	-0.570188958	0.764380999	-0.572036629	-3.389038822	-0.799507436	-2.160107168
ENSMUSG00000024795	Kif20b	1.218069394	1.511751014	0.785661266	1.750248349	0.4086204	0.273064934	-0.704865873	0.081496994	0.771963386	1.340786737	0.995429808	0.026661752	0.778179284	0.84526154	0.456705831	0.410281568	0.222125587	0.225159313	0.350490944	-0.19069602	-0.516301822	-0.012101183	0.444164286	-0.685940005	-2.117624182	-1.218209006	-1.437126472	-1.500975576	1.139804872	0.288956613	-0.405188625	0.080455089	-1.510665721	-0.679303625	-1.518300672	-1.90804018
ENSMUSG00000024856	Cdk2ap2	-0.563960967	-0.0288056	-0.097096115	-0.200356823	0.654431732	0.219309238	0.583347037	0.129891741	-0.9062055	-0.133976958	0.078590067	0.19885846	-1.138128885	-0.483811622	0.362282298	0.617020035	0.01070451	-0.385400777	0.854110891	1.949244453	1.940418677	1.778067972	1.33032617	0.01262554	0.90478874	0.229092417	-0.800652153	-0.418528164	-0.130419044	-0.5323088	1.295686876	-1.672664774	-1.852382494	-2.369186267	-0.024921844	-1.409990066
ENSMUSG00000024907	Gal	0.923032189	1.223618625	0.222829269	0.197514645	0.427690303	-0.177731562	-0.318435964	0.068758121	1.635045076	1.318775774	1.23988635	1.626677878	0.865009709	0.184918926	-0.783156401	-0.349074825	-0.359631595	-0.24520958	0.428079855	1.600954273	0.413347307	-0.283538581	1.180894449	-0.687969344	0.100302912	-0.998592154	-1.702245192	-0.371982142	0.409686339	-0.460632433	0.117532533	-1.553899931	-0.406390773	-1.87798157	-1.703366005	-1.904716481
ENSMUSG00000024940	Ltbp3	0.527013228	0.965430106	1.237811874	0.76182473	-0.884889654	-1.020157547	0.053038072	-0.487938344	0.400969227	0.858831399	0.949620964	0.808145569	0.953747079	-0.87371131	0.170704024	-0.331579507	0.051488938	-0.091375678	0.260780762	0.785090089	0.580300878	1.15787855	0.881264008	-1.724121431	-2.431001643	-1.25302831	-1.379878357	-1.397429318	1.019199756	1.588924875	0.961133997	0.256300509	-0.266443651	-1.057941616	-1.221528767	-0.808473502
ENSMUSG00000024989	Cep55	1.535718875	1.918913419	1.582558904	1.65327144	-0.182398739	0.01042525	-0.341730319	-0.386694366	1.114790179	0.90829742	0.565859332	0.583484085	0.182705241	-0.817216677	0.00901224	0.328357016	-0.345430515	0.274613723	0.60134591	0.076152863	0.844321012	0.504870412	0.20202734	-1.589984829	-1.612008019	-1.162932278	-2.598919898	-0.373166233	-0.023104664	-0.072105073	0.320838435	0.17693645	-0.703144289	-0.650557209	-1.846305846	-0.688800593
ENSMUSG00000025060	Slk	1.555667227	1.091987777	0.748555966	1.245335634	0.158467256	0.754391568	0.624023943	0.125483412	0.716738577	1.489559384	1.695825196	1.146410922	0.894476456	-0.604439545	0.251191214	0.735674162	-0.54373881	0.092849365	-0.840559103	0.424469255	0.279925394	-0.697728722	-1.023512431	-0.760689206	-0.667464226	-0.847962909	-0.850482185	-1.501008874	-0.01001735	-0.661087031	1.027639514	0.219178731	-2.15757783	-1.600872768	-1.529475144	-0.98123482
ENSMUSG00000025134	Alyref	0.381971258	0.811411842	0.526668681	1.627419399	0.111247708	-0.108152	0.164091616	-0.338151352	0.71764833	-0.253489922	-0.265304488	0.417188851	1.169119329	0.230326023	-0.912746625	0.20999211	0.405491245	-0.461996299	0.866051318	2.426449263	1.76867794	-0.434682072	-0.579444771	-1.407110769	-1.397140019	-1.149604628	-2.257766342	-0.868024561	1.017720668	0.173886324	-0.156567709	-0.044637428	0.982107604	-0.8176445	-1.609967608	-0.945038418
ENSMUSG00000025145	Lrrc45	0.206962722	-0.330232462	-0.316542909	-0.26811241	-1.489274114	-0.731144556	-0.436579137	-0.815496524	-0.064597026	0.823376784	1.258881132	0.945480609	-0.873819746	-0.70261176	-0.95603922	-0.055566628	-1.378938187	-1.125883273	0.919313845	1.027962345	1.160212417	0.476114263	2.813016844	0.432251119	0.641392323	0.665372644	0.304719951	0.116056196	-0.523835817	0.90515203	0.500774769	-1.603897278	0.365282136	-2.132952155	0.958030219	-0.714829144
ENSMUSG00000025213	Kazald1	0.696217493	0.787919461	0.453615587	0.747720899	0.671985078	0.120858555	0.119585152	0.701638623	0.733576186	0.806382704	1.255220336	1.192601376	0.197225363	0.047221494	-0.374387214	0.192405591	0.332510902	-0.118892717	1.118960925	0.845209937	0.444306848	0.918125853	0.708847865	-0.373769327	-0.940262614	-0.877075772	-1.542482163	-0.947113512	0.114093725	-0.263511223	1.004202349	-1.1330997	-1.431631819	-3.141243023	-1.697871525	-1.369091693
ENSMUSG00000025239	Limd1	0.83616367	0.75102902	0.906396006	0.513163816	-0.052359338	-1.329827802	-0.411846452	-1.272301202	1.052661742	0.759249007	0.198758984	-2.614177548	-1.399945864	0.963089129	-0.494722604	-0.476308569	-0.368767127	-0.920988934	0.042442286	1.053526412	-0.493447693	1.369877045	0.340395564	-0.995798546	-0.484555762	-0.232883785	-1.418812169	-0.614227725	1.657793664	1.310367625	2.029295736	0.629893954	-0.100655782	-0.279684806	-0.198707401	-0.25408455
ENSMUSG00000025278	Flnb	0.269748859	0.031498051	-0.144951707	0.861205451	-1.130167393	-0.373970979	-0.833436783	-0.849555177	-0.506516416	0.66627821	1.336128674	0.235730197	1.014759762	-1.026352229	-0.618692722	0.189725051	0.465972898	0.531052681	1.579127953	-0.430964324	0.359477209	1.051147202	-0.180814173	-0.720341857	-0.83379198	-2.089902752	-2.595503454	-1.000257587	0.948867204	2.168662225	1.591498526	0.469633715	-0.136619549	0.175256901	-0.192220678	-0.281711008
ENSMUSG00000025364	Pa2g4	1.290570576	2.111754745	1.049876693	0.266351117	1.100371441	1.140576324	-0.755009509	0.549055165	0.569032211	-1.376037901	-0.353116479	-0.674940693	0.063802753	-0.20112533	-0.523981761	-1.069906579	-0.548154376	0.485930456	1.508840332	1.255797115	1.446292665	-0.179687531	-0.245013685	-0.948330923	-1.152140491	-0.978678209	-1.879654267	0.017282407	0.951033142	0.191277119	-1.440055583	0.948623789	0.089211061	-0.533163281	-1.395780902	-0.780901613
ENSMUSG00000025366	Esyt1	1.050078034	0.871396019	0.753098889	1.436706908	-0.101913247	-0.710104918	0.130034775	-0.262037421	1.310825915	0.560207842	0.931123701	0.210268851	1.041266331	0.28812453	-0.572872126	-0.617011741	-1.119163326	-0.304928055	1.430271555	0.376345913	0.958856713	1.470896384	-0.132920419	-0.625514697	-1.598357383	-0.795032591	-0.227458772	-0.854287892	0.539014172	1.084597606	0.120489845	0.268750374	-1.726351625	-2.052391912	-1.095349015	-2.036659217
ENSMUSG00000025395	Prim1	2.022459038	2.137945427	2.134565124	1.327385446	0.231839824	0.89429477	-0.012406147	0.135199481	-0.702550435	-0.035513672	1.721841868	0.219215732	0.120203974	-1.440155203	-0.103868121	-0.886529301	0.109260313	-0.675414395	0.254709714	-0.091872605	0.146628426	0.935114229	-0.240312929	-1.123189964	-0.965864491	-1.327630186	-1.536497004	-0.875259091	0.244739041	-0.580328207	-0.263537264	0.900857613	-1.187623576	-0.014399353	-0.287767255	-1.185540817
ENSMUSG00000025503	Taldo1	-0.10693831	-0.121732578	-0.361870783	-0.835053452	0.999424825	0.816162239	-0.238964285	0.172196064	0.094780631	-0.782550328	0.232465546	-0.533615853	-0.647545456	1.243861004	0.063229973	0.012368966	-0.179296984	0.380288461	1.807413439	1.466203922	0.777558953	2.000418681	0.994362735	-1.184673243	-1.841369554	-1.824105335	-1.419430022	0.010289921	0.783065508	-0.144074352	0.097585663	0.681471394	1.160029555	-2.094535774	-1.059879325	-0.417541844
ENSMUSG00000025574	Tk1	1.584708236	1.310747384	1.032871942	1.715890573	0.01862481	-0.533435351	0.254490389	0.10884412	0.455503829	0.932929533	0.44047759	0.313942372	0.374200221	0.04019917	-0.576515406	-0.305663585	-0.241697839	0.907217283	0.828757375	1.340712406	-0.08224821	-0.560984034	1.609685344	-1.492284438	-0.543534902	-1.831931293	-1.269630406	-0.51887288	0.019991743	-0.130642564	-1.372531808	0.759727997	-0.180968437	-0.62981418	-2.322302186	-1.456464797
ENSMUSG00000025578	Cbx8	1.297658261	0.578784468	1.473530645	0.476637072	0.227290976	-0.878571391	0.755237407	-0.21963378	0.565189899	0.727729588	1.114997703	-0.357115814	-0.130148245	0.195613624	-1.166875996	-1.358533567	-1.339991548	-1.214011054	1.486547977	1.149476374	1.167993244	0.90099684	0.707331283	-1.105020625	-0.502658497	0.521990222	0.01612301	1.518774179	-0.841553098	-1.338056108	0.050787213	-0.058689521	-0.956282101	-2.489321567	-0.354092386	-0.622134688
ENSMUSG00000025758	Plk4	1.955888676	1.344406638	0.564401624	0.686316971	-0.492854942	0.619617377	-1.025504011	0.468603676	1.450743235	0.847979266	0.660168822	0.326333809	1.523277903	-0.28334831	0.231360575	0.519627641	0.261381756	0.996477236	0.553871954	0.017626116	-0.362401264	-0.465793402	0.561524361	-1.156908814	-1.589928688	-1.451738039	-1.635787762	-0.270768813	0.540450688	0.881350651	-0.506274452	-0.030869657	-1.588005163	-1.314005882	-1.075971366	-1.76124841
ENSMUSG00000025804	Ccr1	0.601452054	0.935909901	0.795825413	0.057219738	-0.401324825	0.192269879	0.110095223	-0.273118737	0.508602933	0.763792082	1.242256005	1.270751374	1.061733902	-0.374534706	-0.150034443	-0.274112767	-0.094971901	0.116938517	-0.040540292	0.492316094	1.263463191	0.256598701	-0.229687764	-2.083020831	-1.612261874	-1.027122318	-1.717422103	-2.290603161	-0.245971444	1.398135322	1.404265005	0.908238676	-0.789800085	-1.775353977	0.598547998	-0.59853078
ENSMUSG00000025869	Nop16	-0.221797808	1.983714986	-0.184046366	0.258455588	-0.286678226	-0.4809279	-0.61193535	-0.55396001	-0.506347903	-0.4596856	-1.425333373	0.51361178	1.327568133	0.248376132	0.278644278	-1.262248323	-1.666995912	-1.073634634	0.90610098	1.212328826	1.43044373	2.212574306	1.023553308	-1.989063618	0.185588178	-0.474960742	-0.794377639	0.444635789	0.259608554	1.115247172	0.628948468	0.289921374	-0.484394657	-0.016582143	-0.316601061	-1.509750314
ENSMUSG00000025878	Uimc1	0.70883985	0.006347698	-0.495480992	-0.135411243	-0.460860783	-1.075521242	-1.151854545	0.18681072	0.475653157	1.575793924	0.889492763	1.404031517	1.794569506	-1.366292326	0.711677834	-0.739679369	-0.927627792	-0.464907564	0.763159717	0.729584258	-0.109880558	-0.723093502	1.707999866	-1.134245033	-0.085013693	-0.641682058	0.401316149	-0.879264524	0.843202031	0.122372717	2.288890062	-0.415743291	-0.783517973	-0.632245063	-2.089701295	-0.297718924
ENSMUSG00000025888	Casp1	-0.527400321	0.092332397	-0.583222232	-0.228108341	-1.324044323	-0.271101618	-1.114556315	-0.674252979	-0.669671205	0.769772048	-0.349965938	0.342780448	0.234379124	-0.047100196	-0.948906828	0.24395404	0.285308721	-0.414511185	1.107285889	0.259092465	2.837258411	0.999120865	0.48447656	1.452253839	-0.809261097	0.181108817	0.142449946	-0.039420853	0.433967901	2.172496551	0.254079624	0.915732108	-1.293245033	-1.469637292	-0.16747062	-2.275973379
ENSMUSG00000025903	Lypla1	0.036440169	-0.033196286	0.936714657	0.577024595	0.058641345	-0.881916038	0.214308111	0.24538273	0.544506462	0.432840891	0.4370887	0.289211314	0.899827302	-0.215722561	0.113573778	-0.597946041	-0.071870809	-0.524020151	2.07473286	0.202066659	1.744654565	1.943457471	-0.215860244	-1.296904781	-1.757217907	-0.831446856	-2.261890445	-2.083797228	1.142401116	0.591908951	-0.823001385	0.69020945	-0.244113536	0.384606015	-0.807540743	-0.913152128
ENSMUSG00000025912	Mybl1	0.712723942	1.808504811	1.238027851	1.442272314	0.821686896	-0.715887314	-0.239701398	-0.500245135	0.216812844	0.581321098	0.190625993	-0.658918415	0.19236922	0.08528651	-0.526568881	0.021669901	-0.92818614	0.355675782	0.421659126	1.059441703	0.434676103	-0.460876109	0.945273911	-0.042308977	-0.039254515	-0.989180235	0.390358906	0.879709279	0.164723408	-1.724955196	1.398228414	-0.022295511	-2.132726574	-0.036879727	-1.668897757	-2.674166126
ENSMUSG00000025958	Creb1	1.877191151	1.138056646	0.428484749	0.253154649	1.108101891	1.017460374	-0.321041505	0.939142886	-0.298224157	0.76977738	0.378119473	-0.088669728	-1.593339998	-1.818077433	0.223329126	-0.016864514	-0.630267685	-0.537673422	-0.5716616	-0.401456441	0.763579949	1.193971717	1.071983619	-0.420563893	0.742604989	0.94436484	-0.24294389	1.54854236	-1.454967217	-0.914424685	0.718570301	-1.880306837	-1.124007043	-0.594014815	-0.60872085	-1.599210389
ENSMUSG00000025986	Slc39a10	0.898206765	0.993608316	0.479471977	0.912555711	0.520392507	0.518473313	-0.228919718	0.078209865	0.731979245	1.21245882	1.052828259	0.787310529	0.980723165	-0.540594215	-0.24281023	-0.017618227	-0.569484789	-0.482163727	1.19562058	0.730482998	0.966052961	0.93139786	0.201397657	-0.545966056	-1.330764146	-0.779448692	-1.401673784	-1.4539543	0.225376658	0.75631373	0.256832922	0.397916832	-1.111492473	-1.742817061	-2.768538382	-1.611364874
ENSMUSG00000026035	Ppil3	0.345178416	0.418101734	0.926953781	-0.583448851	0.470947222	-0.357133092	-1.490408647	0.392385397	0.274918563	0.663543109	-0.191000716	-1.509195157	0.009176974	-0.580143081	-0.493247578	-0.521793403	-1.981248316	0.103949286	1.973556968	1.816936322	0.705111061	2.325370972	0.969846855	-1.387132471	-0.658386688	-1.106369918	-1.279733894	0.272022343	0.609763113	1.401380512	-0.182043054	0.100106693	-0.345496426	0.020283127	-1.153105844	0.020354688
ENSMUSG00000026049	Tex30	0.670184448	1.227464023	0.857965096	1.322724597	0.270157479	0.398442105	0.016044456	-0.659670225	0.354176927	-0.560209889	-0.258262771	-1.557073096	0.738596414	-0.329257346	-0.679352158	-1.254943486	-0.678555206	-0.724027163	0.124454527	1.692946875	0.303296412	1.036357771	0.999664997	-0.868157951	0.094794249	-1.980652651	-0.500831071	0.837901042	-0.519678124	0.857523108	1.425223139	1.735881146	-1.271503373	-1.907243655	-0.078623408	-1.13575724
ENSMUSG00000026068	Il18rap	0.887285782	0.41661948	0.272389102	0.262268604	-0.834042918	-1.181783675	-0.645952167	-0.307941875	-0.037280236	0.891314781	0.607951204	0.991880967	0.424510666	-0.678895039	-0.492313044	-0.804822173	-1.059716782	-0.893630741	0.211630466	0.987750259	1.613444742	0.469208376	-0.748795776	-0.487496892	-1.518647624	-0.667811142	-0.362334958	-0.278363793	0.797612622	2.255106992	1.39961339	1.646554918	-2.078634529	1.053511316	-0.917627331	-1.192562973
ENSMUSG00000026069	Il1rl1	0.220867934	0.277049095	1.172404564	2.102435408	-0.155785267	0.897302803	0.639511461	0.942173134	1.165865603	1.489571995	0.734627918	0.922644644	0.109130875	-0.375617043	-0.09675895	0.433026452	-0.813089536	-0.808057784	-0.255794051	-0.36161574	-1.348535468	0.311871014	0.252496681	-1.348535468	-1.348535468	-1.348535468	-1.348535468	-1.348535468	-1.348535468	1.384771618	1.433634975	0.230681872	-0.778873838	-0.751920279	0.465728186	-1.348535468
ENSMUSG00000026074	Map4k4	1.285344314	0.915189211	1.818280409	1.153234864	-0.540949735	-0.541632225	0.384050447	-1.04226722	1.036206696	1.01126783	1.28021543	0.73592066	0.828565977	-0.784711325	0.426927383	-0.435643792	-0.549837633	0.038681487	-0.088596697	-0.112520785	-0.171127625	-0.081740993	-0.742051702	-0.622459884	-1.501750681	-0.451003793	-1.402764159	-0.781106265	-0.115483493	1.579697423	1.201189821	1.46500464	-1.81908036	-1.15338902	-1.641445994	-0.580213211
ENSMUSG00000026135	Zfp142	0.681386425	0.918088348	1.046266352	1.180706736	-0.409538604	0.337645031	1.177913941	1.530369921	0.253020385	0.130904517	-2.007938251	-1.585424133	-0.558751728	-1.203334469	-0.752181753	-0.368607624	-1.154851125	-1.040919578	1.280986686	-0.496135779	1.10594432	-1.062417289	1.01970416	1.175596396	-0.249455681	1.71903449	1.538203413	-1.000254041	-0.609422748	0.558067352	-0.325185218	-0.386158905	-0.334222307	-0.64627755	-0.501490892	-0.961270798
ENSMUSG00000026170	Cyp27a1	0.790774229	0.767917004	1.175830693	0.707554367	-0.139979177	0.48725207	0.655948946	0.231951823	0.106171136	1.224017641	0.118441528	0.451847	0.148960273	-0.415660502	-1.419857447	-0.117966743	-0.906087746	0.039129437	-0.001544313	0.691352183	-0.19307769	1.562094716	1.689971858	0.270827002	-0.485663784	-1.263802768	-1.864241174	-2.161928674	-0.225968222	0.879757154	0.963780379	0.916135617	0.113498979	-1.392377883	-1.999551933	-1.405505979
ENSMUSG00000026193	Fn1	1.215088767	0.775533043	0.096263472	1.2081537	-0.993409723	-1.050870891	-1.334837046	-0.58383834	0.113973108	0.529929069	0.600619027	0.214044267	0.446182973	-0.952848511	-1.245305586	-1.182789651	-1.456320765	-1.104275568	0.774990297	0.926047212	1.789519001	1.486668584	-0.360313852	-1.10432153	-0.29902584	0.072515515	0.894247567	-0.608573966	0.227581314	2.233301315	0.912740456	0.887840665	-0.694521154	-1.033631341	-0.217957403	-1.182398187
ENSMUSG00000026196	Bard1	1.707877332	0.976570831	0.941323695	1.367703108	0.314719374	0.5077312	0.33175161	0.480088189	-0.034767771	0.768313894	0.325754501	0.318927368	1.526642137	-1.076369345	0.476821629	-0.636244825	-0.009119526	0.959974855	0.832989055	-0.345951491	0.499152791	0.259274009	1.166057315	-1.932820571	-0.336121253	0.35883734	-0.197158288	-0.325908539	-2.226772983	-1.171804348	-0.041421947	-0.078090157	-0.951080749	-1.914221989	-1.790228931	-1.052427522
ENSMUSG00000026222	Sp100	0.882442455	1.230193218	1.276916047	1.267650935	-0.94154802	-0.608594198	-0.834591549	-1.265871679	1.485240305	0.379282886	0.168542851	1.49890113	0.246775764	-0.54004296	-0.562973303	-1.538382874	-0.928587951	-0.262715818	0.259857583	0.03654652	0.987840923	1.068758173	0.652234742	-1.109034418	-1.483761602	-1.313862035	-0.827029769	-0.484279339	1.119419523	1.171811218	0.749849348	1.248448106	-0.61902605	-0.864456227	-1.656462707	0.110508771
ENSMUSG00000026238	Ptma	1.169281166	1.580105712	0.596691545	1.095871543	0.403879041	-0.320573375	-0.498853973	0.062464615	-0.665295156	-0.509351398	-0.257270025	-0.304419247	0.385564519	-0.028650808	-0.212390671	-1.357086385	-0.786873194	-0.296204157	0.819315348	1.233759854	0.79052542	0.04275316	1.155857264	-1.144685008	-1.519973241	-1.984323501	-2.348186307	0.163163255	1.421881649	0.492460798	-1.37172597	1.808531909	0.104670419	-0.603869424	0.53961384	0.343340785
ENSMUSG00000026277	Stk25	0.542627232	-0.510733365	-0.586062825	0.00844949	-1.425996702	-1.355980016	-0.882126438	-1.02172554	0.510275662	0.775390018	1.063270247	0.381142409	0.060269808	-0.452470321	-1.341160706	-1.143694401	-0.785541218	-1.035519333	1.441780787	0.667556672	1.157458548	0.908493341	-0.111260361	-1.260773594	-0.503846495	0.744791232	0.67002512	0.325580701	-0.244111524	1.633445562	1.985406852	2.015776555	-0.592692272	0.1458332	-0.216080499	-1.567797824
ENSMUSG00000026281	Dtymk	1.276190721	1.000536345	-0.158645472	0.090148147	0.060286473	0.270983867	0.086139735	0.5051725	-0.443218128	-0.259951691	-0.780337526	-1.623105713	-0.344749189	-0.171165144	0.136213935	-0.589475299	-1.093366553	-0.024755989	1.345852873	1.959432186	-0.511491218	2.318334121	1.994762426	-1.068866839	-1.029292914	0.058040335	0.08226966	-0.418923163	0.99825997	-0.45916045	-0.859935526	0.900452038	0.458111059	-1.280592382	-2.100980709	-0.323172489
ENSMUSG00000026315	Serpinb8	0.268349856	0.413305475	0.466614668	1.154540098	-0.763660626	-0.948913502	-0.934676606	-1.248944508	0.71470437	0.812257345	0.757990242	0.602406707	0.026392015	-0.720072761	-1.248944508	-0.280499733	-1.248944508	-1.248944508	1.094760011	1.131983396	0.925001073	1.144103573	0.99046325	-1.248944508	-0.934772595	-0.716892055	-1.248944508	-1.248944508	1.505028664	1.684877335	0.941980949	1.586383837	-0.5446652	0.030958762	-0.929931848	-0.735405146
ENSMUSG00000026349	Ccnt2	0.376876504	0.637307849	-0.010226577	0.498733506	-0.973925793	0.312183649	0.365712373	-0.5523102	-1.04615748	1.195140895	0.089394084	-0.812290491	0.237139903	-2.415695251	-1.712614934	-0.214277358	-1.136128071	-1.308889313	0.434201917	0.857613922	1.008309861	1.013503839	1.762032933	0.820355856	0.945499931	1.634316146	0.987922101	0.667412457	-0.420166213	0.183848682	0.004470157	-0.58506368	-1.053908259	-2.052814728	0.197875451	0.064616332
ENSMUSG00000026355	Mcm6	2.265619619	0.653718937	1.335920287	1.382873008	0.33293248	0.45425003	0.969813933	0.882446911	0.288457194	-1.509140094	-0.54453084	-0.532426064	0.19905401	0.101413926	-0.094766832	-0.0854702	-0.419315766	0.277936522	0.243518512	0.347380746	-0.02205373	0.631124803	1.355000889	0.047974187	-1.321494529	-1.377972154	-1.425279595	0.772420641	-0.264106252	-0.446120862	-1.772563724	0.796836627	-0.081023737	0.177010114	-2.558751174	-1.060687823
ENSMUSG00000026389	Steap3	0.865684692	0.653624676	0.641099686	1.005339763	-1.295611141	-1.338512497	-0.578250815	-1.100155647	0.810326852	0.846558107	0.655561773	0.692302184	0.691814335	-1.170191438	-0.821501509	-0.573991745	-1.413455886	-1.601567575	0.803391423	1.123831718	1.247663958	1.167912208	0.692894393	-0.786739396	-0.863612795	-1.260778302	-0.887533876	-0.740432399	1.240830195	1.407248265	0.562774619	1.464706142	-1.071564993	-0.35638936	-0.894202608	0.180926991
ENSMUSG00000026393	Nek7	0.730545196	0.361660908	-0.850325967	1.876776711	0.702172825	-1.093858531	-0.347498915	-0.453757886	1.454758426	0.770678184	1.694753412	1.12767077	1.909580559	-1.251411263	0.64616766	0.004822849	-0.061198602	-0.452157809	-0.384675513	-0.012784817	0.40948659	0.632754071	-1.750379531	-1.569671154	-1.183891234	-1.077812028	-0.133622645	-1.218849684	0.214190964	0.894094348	0.334859319	0.830824787	-1.054615636	-1.432106007	0.201391767	-0.468572124
