ensembl_gene_id	gene_name	SC024_T1_N_AMR_R1	SC025_T1_N_AMR_R2	SC026_T1_N_AMR_R3	SC027_T1_N_AMR_R4	SC028_T1_N_AMR_R5	SC001_T1_N_AMR_R1	SC002_T1_N_AMR_R2	SC003_T1_N_AMR_R3	SC004_T1_N_AMR_R4	SC005_T1_N_AMR_R5	SC006_T2_F_AMR_R1	SC007_T2_F_AMR_R2	SC008_T2_F_AMR_R3	SC009_T2_F_AMR_R4	SC010_T2_F_AMR_R5	SC006_T2_F_AMD_R1	SC007_T2_F_AMD_R2	SC008_T2_F_AMD_R3	SC009_T2_F_AMD_R4	SC010_T2_F_AMD_R5
ENSMUSG00000005360	Slc1a3	0.490225994	0.528868448	0.662135126	0.435220532	0.640459951	0.279682138	0.514760527	0.505324923	0.600041134	0.671664454	0.735713635	0.360976028	0.53768979	0.428225906	0.833915448	-1.214095764	-2.102604011	-2.027942421	-1.576611459	-1.30365038
ENSMUSG00000006235	Epor	0.32818688	0.866556592	0.7086103	0.438019079	0.293679009	0.956454026	0.696811709	-0.041996301	0.854009982	0.036789241	0.680349366	0.673353765	0.103412916	-0.281201884	1.120767659	-1.355437278	-0.993323451	-1.538116364	-2.635472756	-0.91145249
ENSMUSG00000006932	Ctnnb1	0.636447529	1.067890087	0.655712699	0.808610897	0.18748181	1.217440019	1.067727239	0.953715049	0.81086146	-0.24737805	0.296211341	-0.095530999	-0.159257333	0.081923186	0.349149228	-1.833972054	-1.418942477	-1.465363637	-1.271777148	-1.640948848
ENSMUSG00000007613	Tgfbr1	0.062532518	1.036230976	0.387683323	0.681714055	0.124997454	0.361287336	0.040755831	1.368706186	0.156144163	1.17923119	0.256893208	0.674834137	0.663201974	-0.124190555	0.137528256	-0.239157812	-2.523440727	-1.935925889	-1.29055912	-1.018466502
ENSMUSG00000009633	G0s2	0.298245584	0.319668665	0.01241902	0.267435977	0.569048921	0.675370201	0.710151565	1.041709823	1.272761855	0.470941812	0.194018145	-1.038144439	0.361213155	0.763504151	0.706177188	-0.778334324	-2.862940689	-0.716979491	-1.529553083	-0.736714035
ENSMUSG00000010054	Tusc2	-0.348524618	1.357841686	-0.087563117	-0.187931768	-0.235937559	0.862481748	0.888718406	0.375176576	0.728703978	0.03875433	0.23854828	0.322208868	-0.206484874	2.101316329	0.705101424	-1.068855921	-1.879740404	-1.819495282	-1.024042733	-0.76027535
ENSMUSG00000010175	Prox1	0.503213561	0.731500887	1.055352452	0.927140705	0.784907385	-0.150632681	0.2012281	0.340709047	-0.234732472	0.788939123	0.85462704	0.664447786	0.197652491	0.304524051	0.818425602	-0.958588425	-1.887012937	-1.854771388	-1.775303868	-1.31162646
ENSMUSG00000013523	Bcas1	0.410432627	0.44686707	0.038011291	0.41258863	0.299039626	1.905229826	0.75054571	0.661467468	0.774656524	-0.245555105	-0.302574769	0.272720074	1.093458891	0.110007267	-0.448890618	-0.978658975	-0.227625154	-2.282646606	-0.431081452	-2.257992324
ENSMUSG00000013698	Pea15a	1.008973388	0.706028672	0.543054484	1.041432244	-0.039319372	0.540065522	0.1555852	0.915476829	0.964941218	0.464194678	0.338079834	-0.244108473	1.416816733	-0.943160052	-0.095999325	-1.594490148	-2.218399617	-1.404775736	-0.973042153	-0.581353928
ENSMUSG00000014245	Pigl	-0.089942768	0.351881457	0.779107516	1.140542311	0.582943339	0.722212277	0.363494438	0.277961893	1.675420463	-0.693597797	0.691276222	0.289898859	0.569452355	-0.099179528	-0.201769797	-2.303191492	-2.062636957	0.026151812	-0.830422995	-1.189601607
ENSMUSG00000015112	Slc25a13	0.766871826	0.795920121	0.028516197	0.676092649	0.797547035	1.033689814	0.097666495	0.958964727	1.033614867	0.205492988	0.659609241	-0.774191049	0.47931407	0.492950977	-0.085889899	-1.33513182	-0.455801816	-1.379527855	-2.302255789	-1.693452781
ENSMUSG00000015776	Med22	0.797983885	0.743698971	1.063296074	0.990899291	0.777307873	0.880569308	1.184353959	0.230924944	0.951095288	0.097023612	0.420672542	-0.299337491	-0.631305693	-0.169170111	0.331007333	-1.112644177	-1.35904652	-1.424100092	-1.733272387	-1.739956607
ENSMUSG00000016382	Pls3	0.975192188	0.57900302	0.605517377	0.869390151	0.405950316	0.878205696	0.307655739	0.366837045	0.567456277	0.429138189	0.651202347	0.744431447	-0.016529506	-0.031004743	0.468684169	-1.14063234	-1.772790946	-0.927268993	-2.516177927	-1.444259505
ENSMUSG00000018169	Mfng	0.606995908	0.78833766	0.254257428	0.912539418	0.724108566	0.705680908	0.822719853	0.523219096	0.650115932	0.471689343	-0.047145962	0.179575395	0.55441104	0.188582775	0.258421149	-0.577706521	-1.643961271	-2.557025124	-1.914412323	-0.900403269
ENSMUSG00000018326	Ywhab	1.533679981	0.969572592	1.09933321	0.72788115	0.24649287	0.805820843	-0.06326243	0.727478278	0.508591553	-0.401513618	0.257703778	-0.581029974	0.3547684	0.710495885	0.217795308	-0.805950379	-1.911655075	-1.918132564	-1.53097958	-0.947090228
ENSMUSG00000018569	Cldn7	0.697099714	0.860761404	0.634620716	1.162686146	0.65201234	0.963962706	0.092401235	0.81828069	0.671917476	-0.699533047	0.36084844	-0.417577693	-0.048859202	0.007716204	0.64083051	-0.072197509	-0.617157022	-2.052879895	-1.103622196	-2.551311017
ENSMUSG00000019312	Grb7	0.328223991	0.586285805	0.606017649	1.150719076	0.628663817	-0.443920423	0.828262534	0.493029028	0.534476551	0.146888044	0.705844034	-0.478738737	-0.6885776	0.358239557	1.617295301	-0.571024633	-2.364008542	-2.041929602	-0.809327615	-0.586418236
ENSMUSG00000019577	Pdk4	-0.478300642	0.47571917	0.297987806	-0.305445718	-0.156398471	0.274721361	0.514657513	0.29993907	0.962498672	0.095868838	1.093069464	-0.590620885	1.129268568	0.571379008	1.704336304	-0.81170116	-2.81418235	-0.769374026	-1.310968666	-0.182453857
ENSMUSG00000019779	Frk	0.522137575	0.447982952	0.566782072	0.588951036	0.886978993	0.144303809	0.759030714	0.508569098	0.649190053	0.742786842	0.44928397	0.154782962	0.441076892	0.855610274	0.291856403	-1.264781775	-2.299015439	-1.840209839	-0.890283064	-1.715033528
ENSMUSG00000019876	Pkib	0.035045653	-0.016791557	0.982998912	0.094471927	-0.284745181	-0.263219104	-0.407067898	0.854013668	1.082699945	1.417385927	-0.648166984	0.170445909	0.231917013	1.79960319	1.027201272	-1.072195801	-1.770874381	-1.942064721	-0.879702927	-0.410954862
ENSMUSG00000020091	Eif4ebp2	-0.113170711	0.991712391	0.498057619	0.344475288	0.524750984	1.074377469	1.441180877	0.310691842	-0.183184993	0.140753269	0.909560442	0.046075752	1.045517989	-0.207941762	-0.787838105	0.001430515	-2.158215324	-1.007056909	-0.541139482	-2.33003715
ENSMUSG00000020102	Slc16a7	0.451733282	0.328857799	0.162037335	0.7770155	-0.169067188	0.522027597	0.636549192	1.298448214	1.013304872	1.415561522	0.213124953	-0.857874612	-0.227333568	0.793217215	0.054605231	-0.834884387	-2.635977847	-1.279267651	-1.334280973	-0.327796488
ENSMUSG00000020105	Lrig3	0.726781739	0.284207074	0.744218658	0.988263715	0.531661632	0.776456126	0.587349371	0.125470739	0.258069087	0.739107596	0.625934999	0.829599112	0.315610093	0.446660304	0.187612984	-1.653390686	-1.676744554	-1.780957164	-1.844750226	-1.2111606
ENSMUSG00000020160	Meis1	0.418233244	0.663197558	0.362160502	0.59271131	0.43663287	0.532435939	0.486338449	0.583472928	0.458291151	1.480457735	0.316404751	0.390893198	0.40339928	0.553810625	0.291701404	-1.84751418	-1.905277697	-1.745378377	-1.734684541	-0.737286147
ENSMUSG00000020315	Sptbn1	0.168881336	0.007512818	0.703507138	0.36592275	0.370166708	0.279993781	0.488848749	0.042850011	-0.354341778	1.8652964	1.195985083	1.188272398	0.673832609	-0.754054469	0.532066511	-0.584574133	-1.851332418	-1.494884669	-1.215205424	-1.628743402
ENSMUSG00000020547	Bzw2	-0.125011132	0.601355598	0.178135141	0.050827584	0.329283574	0.531279617	0.128679054	1.00361587	1.89413413	0.851471381	0.264047421	0.04584075	0.002618423	-0.473155767	0.509448222	-0.406591674	-2.231404075	-1.991038383	-1.704337694	0.540801962
ENSMUSG00000020604	Arsg	-0.058736379	1.460586379	0.788264994	0.986902637	0.372437487	0.729480201	-0.453674201	0.600606574	1.383764835	-0.00670112	0.177742593	0.666933045	0.06894893	0.124928278	0.344035335	-1.329578765	-0.738253266	-1.764787356	-2.151999266	-1.200900935
ENSMUSG00000020892	Aloxe3	0.873583355	0.914850955	1.310862241	0.728891513	1.020271022	0.497166025	0.74311999	0.4287802	0.80006185	-0.048906348	0.366413857	-0.528913277	0.023749642	-0.030827181	0.334113717	-0.973763542	-2.193684205	-1.696145944	-1.378472503	-1.191151366
ENSMUSG00000021185	Dglucy	0.235336474	0.648948513	-0.133675546	0.559236788	-0.053540856	0.514866793	0.383369606	0.923582909	1.301255591	0.314865903	1.106786959	-1.253284537	1.251632168	0.357104246	0.256319633	-0.528512649	-1.565608955	-2.311454339	-0.509012788	-1.498215912
ENSMUSG00000021636	Marveld2	1.001311616	0.829332553	1.242092867	1.270273237	1.431292866	0.251965037	0.585356944	0.569868669	0.048760144	-0.788497788	0.47228721	-0.605200774	-0.887029228	0.183964249	0.645518233	-0.592043063	-1.116905847	-2.012042927	-1.459314984	-1.070989016
ENSMUSG00000021699	Pde4d	0.195010377	1.16398175	0.10465891	0.322922381	0.862362857	0.573174901	0.708407492	-0.316781429	-0.3765443	1.340461244	0.942154955	0.839540774	0.445833422	-0.394077116	0.458884872	-1.518258532	-1.744416984	-2.292581125	-1.013356671	-0.301377777
ENSMUSG00000021779	Thrb	1.073338304	0.390546348	0.045242045	0.544114954	0.739510913	0.294880987	0.847377738	0.351674337	1.381505104	0.111086547	0.327067588	-0.580983872	0.460227096	0.099452275	0.873099797	-0.873010892	-2.184539338	-0.228202565	-1.487848029	-2.184539338
ENSMUSG00000021796	Bmpr1a	0.504632946	0.568944865	0.615976703	0.623534665	0.537012905	0.405849079	0.464517134	0.444673673	0.539142378	0.443394068	0.619208029	0.858250227	0.69538291	0.482476761	0.471415044	-1.36764879	-1.18276335	-1.873523946	-2.080792831	-1.769682469
ENSMUSG00000021806	Nid2	0.538627284	0.002002345	0.846831671	0.450462242	1.048625822	0.903283445	0.118567411	0.590983108	0.180311677	1.411418179	-0.014199626	0.792244386	-0.508775543	0.920588748	-1.059209785	-1.265227434	-0.634554315	-0.219917117	-1.763828638	-2.338233861
ENSMUSG00000021876	Rnase4	1.3523251	1.236844267	1.064222284	1.083451902	0.673762645	0.044744358	0.266410525	0.584087032	0.755003057	0.272135085	-0.318024528	-0.700958425	0.093762322	0.305669248	0.049985869	-0.888578961	-2.026010804	-1.945491781	-1.515155113	-0.388184083
ENSMUSG00000021998	Lcp1	0.896555646	0.689689665	0.539174266	0.655541192	0.698854328	0.371311089	0.754512996	1.034035231	0.227449838	0.858285385	0.550325933	0.396898949	0.863092246	-0.844475997	-0.114338058	-1.386155301	-1.578045804	-2.095516931	-1.407574539	-1.109620135
ENSMUSG00000022106	Rcbtb2	0.504666827	0.842140181	0.1475599	0.336182266	0.209630193	0.590892146	0.169939545	0.78669967	0.59781973	-0.444004662	0.331226376	-0.055556686	1.09764573	1.370337141	1.041171933	-1.247424691	-2.038062966	-1.865201985	-1.276713508	-1.098947138
ENSMUSG00000022199	Slc22a17	0.532367616	0.459877362	0.846410961	0.962862252	1.060310002	0.545400786	0.680455518	0.60555968	0.727435529	0.568630659	0.331106136	0.294093652	0.221183881	-0.226012335	0.415928327	-1.540731828	-1.673504053	-1.388316683	-1.306584244	-2.116473218
ENSMUSG00000022371	Col14a1	0.570638387	1.027289568	0.967406276	0.887204926	0.773520799	0.708230676	0.269901858	0.389450241	0.650937209	0.706473227	-0.023233352	0.584776685	0.424871755	-0.579460618	0.060422145	-1.469880265	-1.279171177	-2.038624821	-2.143953278	-0.486800242
ENSMUSG00000022408	Fam83f	1.021975621	0.465038828	0.686690512	0.922664055	0.662628177	0.603819279	0.715558977	0.887973597	0.799088616	-0.136722588	0.780767588	0.23331473	0.132372753	-0.070543236	-0.047598023	-0.862687074	-1.848850548	-1.759851808	-1.030450949	-2.155188506
ENSMUSG00000022562	Oplah	0.900366653	0.843191757	0.899143611	1.047593511	0.668889223	0.875588067	0.692764912	0.451304841	1.073643177	-0.124638252	0.373777586	-0.295702455	-0.027531287	-0.100695075	0.25768374	-1.10136418	-1.932998623	-0.926433601	-1.734816498	-1.839767108
ENSMUSG00000022574	Naprt	0.606483378	1.028835334	1.207045953	0.803103841	0.507355548	1.203495923	0.635444893	0.138646657	0.406175691	-0.631273878	0.547914538	-0.353130966	-0.022588503	0.002528211	0.791227888	-0.862334792	-1.003329191	-0.639510628	-2.319654503	-2.046435394
ENSMUSG00000022629	Kif21a	0.19338174	0.470041282	0.542226788	0.763983857	0.763586909	0.449369073	0.618680985	0.544786931	0.290829305	1.100760252	0.528827259	0.634639025	0.572801924	0.015134759	0.436648022	-0.732682475	-1.23705139	-2.066310564	-1.932731079	-1.956922605
ENSMUSG00000022855	Senp2	0.724160226	0.238918305	0.805945953	0.574596063	1.328319505	-0.195489742	0.48510579	0.806020611	-1.016876901	0.287060335	0.613515344	0.154461598	-0.456941433	1.103638051	1.1640062	-0.68684081	-1.422592589	-2.044022963	-1.84224389	-0.620739653
ENSMUSG00000022856	Tmem41a	1.145090418	1.310674783	1.165595285	0.379937766	0.449866964	0.699564465	0.704897326	0.640192725	0.658701641	-0.343175473	0.831579771	-0.765901743	-0.229666397	0.40959285	-0.353384974	-0.766697668	-0.613902179	-1.501227371	-2.205002586	-1.616735603
ENSMUSG00000022949	Clic6	0.8719634	0.975147916	0.395179689	0.477680588	0.604348527	0.61605856	0.673278421	-0.228209095	0.388020935	0.238984572	1.032093266	0.960864337	-0.127817204	-0.235425636	0.806005538	-0.945175226	-2.024322205	-0.964577766	-2.323009847	-1.19108877
ENSMUSG00000023147	Wrb	0.533156646	1.089371942	0.3807136	0.108824471	0.022480431	-0.798237573	-0.029045962	1.246994314	0.362405	0.040215121	0.382359842	0.757318042	0.850720884	1.039888336	0.598624079	-1.532773466	-0.410791543	-0.780269585	-2.819307129	-1.04264745
ENSMUSG00000023809	Rps6ka2	-0.098646131	1.759360936	-0.220145194	0.486316708	-0.004528693	1.788875718	0.091511903	0.130689121	1.11837798	0.656351846	-0.299190019	0.339501518	0.273641651	-0.518836824	0.587801434	-1.660053158	-0.731901799	-0.854846734	-2.355223613	-0.489056651
ENSMUSG00000023868	Pde10a	-0.322008785	0.405729316	-0.021165642	0.261358701	0.033133338	0.641402482	-1.030336123	0.224174247	0.330242893	0.449051819	0.823311746	1.476902138	1.451777343	-0.058790909	1.699966225	-1.167814383	-1.295839123	-0.550099217	-1.737227885	-1.613768179
ENSMUSG00000023960	Enpp5	0.491386618	0.436561521	0.404811436	0.31078843	0.312514845	-1.012933205	-0.131476613	-0.572791722	-0.034025721	0.037714582	1.195642336	1.665715315	0.512541445	0.48056215	1.441074285	-0.802620183	0.50022884	-1.627220404	-1.738978542	-1.869495413
ENSMUSG00000024212	Mllt1	0.857195395	0.282907386	-0.773325769	1.819967452	0.932671667	0.355095496	0.79814397	0.360758316	1.348698402	0.754654037	-0.411740969	0.98257017	-0.217653923	-0.14650377	-1.02597146	-1.125842872	-1.569328323	-1.083882085	-1.65027344	-0.488139679
ENSMUSG00000024228	Nudt12	0.636594866	0.459980385	1.416634544	1.018158069	1.177121978	-0.637125696	-0.560909835	0.896502961	0.869859445	0.040868928	-0.388107584	-0.301140402	0.061140841	0.893224081	0.638849935	-1.657117717	-1.493340182	-0.615664234	-2.189655612	-0.265874771
ENSMUSG00000024302	Dtna	0.782890276	0.48427641	0.809387794	0.610422749	0.83727881	0.155445165	0.670883725	0.462812903	0.305323849	0.755348775	0.382830391	0.508584152	0.271372052	0.421190755	0.673113622	-1.629567572	-1.354059506	-2.162936692	-1.905253295	-1.079344364
ENSMUSG00000024507	Hsd17b4	1.038355993	0.818210841	0.591031039	0.861272923	0.64913608	1.020337042	0.981968671	0.630905794	0.834580742	-0.137741878	0.434524267	-0.961583735	-0.365513167	0.063561956	0.444232794	-1.086022897	-1.948966218	-1.456361626	-1.969158219	-0.442770402
ENSMUSG00000024617	Camk2a	0.951836542	0.378669037	0.786868296	0.562044668	0.771722255	-0.802597486	0.446887884	0.719840977	0.458811418	1.500546507	-0.009203015	0.335115519	1.417727619	-0.444000554	-0.217485948	-0.897066242	-1.521553893	-1.373461713	-1.019228033	-2.04547384
ENSMUSG00000024743	Syt7	0.734059445	0.961280415	0.86692103	0.521105412	0.806520904	0.732716712	0.509892969	0.224534859	-0.122496825	0.59309895	-0.791127617	0.532106183	0.718112467	1.227065134	-0.836798646	-2.377867446	-1.244398151	-0.512269138	-0.870231903	-1.672224754
ENSMUSG00000024766	Lipo3	0.652433167	0.410494935	0.762237692	0.572394542	0.538522185	-0.068721608	-0.136288244	0.976623657	0.950436962	0.778616835	0.375378601	0.441044695	0.733813564	0.116991245	0.199001545	-0.950643351	-1.217421271	-2.998268059	-1.328354218	-0.808292874
ENSMUSG00000024768	Lipf	0.800291457	0.382743457	0.507349931	0.508289371	0.218966762	0.320993443	0.336442381	0.593906764	0.335957713	0.372175397	0.535810445	0.811367732	0.676692587	0.464112944	1.025259371	-1.181563664	-1.559518287	-2.209037581	-2.221309417	-0.718930803
ENSMUSG00000024770	Lipn	0.521699196	0.132953218	0.910659062	0.725318866	0.484334847	0.25726469	0.680949462	0.513635587	0.598943888	0.272604924	0.581597837	1.407881579	-0.477979358	-0.258105021	0.066233137	-0.348987843	-0.328212573	-2.928648788	-1.91253498	-0.89960773
ENSMUSG00000024781	Lipa	1.116455143	1.687386172	0.904092486	0.914289564	0.256688009	0.413709691	-0.160096031	0.145268955	0.376979276	0.21456777	0.423844504	0.599760237	-0.053456153	-1.286282432	0.246267406	-0.559233525	-0.005757861	-1.95358631	-2.351860796	-0.929036104
ENSMUSG00000025037	Maoa	1.013104695	1.030673263	0.630070193	0.740653576	0.54476581	0.120913791	0.37779995	0.830404026	0.658277179	0.4600091	0.562643176	0.321815672	-0.007216809	-0.286460793	0.592915958	-0.993336926	-2.013659121	-2.362670813	-1.452284774	-0.768417154
ENSMUSG00000025068	Gsto1	1.209060322	0.373161011	0.845554048	0.249447161	0.058514449	0.518273774	0.677891982	0.461246379	1.553674307	-0.011974045	0.107505525	0.088267631	-0.192573948	0.727924646	0.292703578	-1.175021346	-1.034217876	-2.116497305	-2.364172608	-0.268767686
ENSMUSG00000025277	Abhd6	0.597648798	0.294903887	-0.343139577	1.009151582	0.05162357	0.417007643	0.613836685	0.27012666	1.098430747	-0.455253246	1.163669278	-1.182168226	0.505395564	0.612917233	1.604149796	-0.621696313	-1.052573751	-2.015656127	-0.751275801	-1.817098402
ENSMUSG00000025403	Shmt2	0.837309012	0.833378996	0.84608044	0.989070288	0.534851231	1.052626765	0.972169401	0.390900212	0.563802242	0.542135503	0.762803605	-0.600576404	-0.258006136	-1.00151792	0.532004263	-0.770429426	-1.324895935	-1.888023538	-1.338598098	-1.675084503
ENSMUSG00000025453	Nnt	1.366508572	0.957984611	0.315564207	0.939052343	0.629816784	0.432372151	0.823708449	-0.100626085	0.226432935	0.636644331	0.824332587	-0.894442062	0.584168635	-0.016738723	0.352019196	-1.068895191	-2.304023818	-0.742353601	-1.774213344	-1.187311977
ENSMUSG00000025545	Clybl	0.624027298	1.189828783	0.32110384	0.150033382	0.447610408	0.309780862	0.78273242	1.736015968	1.329727547	0.205850809	-0.629028642	0.007817701	-0.188341898	0.542490057	0.378963541	-1.518185861	-1.543898808	-1.49256551	-1.447082766	-1.206879132
ENSMUSG00000025586	Cpeb1	1.102967601	0.536277019	1.028185832	1.117266094	1.114152892	-0.005739117	0.417369652	-0.048065746	-0.007752888	0.293750214	0.439365575	0.370029325	0.523738032	-0.533509136	1.007649049	-1.337025002	-2.30090392	-1.046687786	-1.472076678	-1.198991012
ENSMUSG00000025808	Ccdc7a	0.988422178	-0.025301992	1.051479411	1.391881519	1.175348415	-0.174228352	-0.924984037	1.307650883	0.674353004	0.089647933	0.756643975	0.449207979	-0.161555716	-0.07389404	0.395295251	-1.383993282	-1.383993282	-1.383993282	-1.383993282	-1.383993282
ENSMUSG00000025810	Nrp1	0.63711444	0.935833913	0.241816464	0.723102626	0.348458023	0.831079546	0.192705692	0.607969871	1.048013353	0.603702549	0.557594474	-0.493182056	0.447004817	-0.227221386	0.485060211	-0.235155238	-2.823190335	-1.501632486	-1.579289585	-0.799784895
ENSMUSG00000025993	Slc40a1	0.580031611	0.547164641	0.730594474	0.103364965	0.890075128	0.200761995	0.88863157	0.910308018	1.12024855	0.258903042	0.856115082	0.408748187	-0.151039261	0.371540917	-0.277298514	-1.189235466	-1.075854226	-1.38181649	-2.683398579	-1.107845645
ENSMUSG00000026062	Slc9a2	0.985849329	0.656435129	0.874115669	0.970624497	0.896422191	0.191369093	0.730878608	0.240834887	0.605471682	0.839366777	0.63038545	-0.11343846	0.039965184	0.079209536	-0.005775199	-0.729343224	-1.964407489	-2.001491391	-1.844291647	-1.082180621
ENSMUSG00000026153	Fam135a	0.792429086	0.484301219	1.29960662	0.504586085	0.915926837	-0.306078844	0.153492499	0.104966001	-0.230150374	1.010740259	0.388602752	0.6535931	0.664177237	0.799715198	0.339302241	-1.177265242	-1.803834048	-1.53101302	-0.938623019	-2.124474588
ENSMUSG00000026180	Cxcr2	0.752045458	1.376666138	0.410746203	0.319135764	0.477884399	0.772638995	0.371267663	0.198301614	0.627559287	0.739807438	0.749563122	0.659692775	0.346113219	-0.719297362	0.608374057	-1.218776533	-1.330009625	-1.602260193	-2.112670598	-1.426781821
ENSMUSG00000026187	Xrcc5	1.171592756	1.116848666	1.000282968	0.89219429	0.452543429	0.515567416	0.499160614	0.234546501	0.265913336	0.538439094	-0.000689102	0.171811314	-0.436450002	0.031091119	0.307581371	-0.024263679	-1.466168072	-2.199498282	-2.380955585	-0.68954815
ENSMUSG00000026207	Speg	0.287375561	0.854534043	0.383936139	0.567647804	0.46533316	0.324986545	0.761528471	0.661125663	0.596754506	0.584025942	0.712498046	-0.009814966	0.630050847	0.832734808	0.232699844	-1.270610265	-1.357698177	-1.590674815	-2.645457959	-1.020975198
ENSMUSG00000026224	4933407L21Rik	0.795568402	0.356596924	0.749110503	0.84091419	0.147981881	1.134245124	0.905651699	-0.374549849	-0.343170784	1.282499394	-0.050989984	-0.500866442	0.643207462	0.539127155	0.883903561	-1.916149299	-1.388061844	-1.916149299	-1.301256152	-0.48761264
ENSMUSG00000026246	Alppl2	0.591789182	1.170654712	1.267737508	0.490435269	0.421830384	0.471615867	1.170054168	0.443623719	0.286920474	-0.084128012	0.901338028	-0.541238201	0.448624389	-0.739554479	0.830408394	-2.039017535	-1.360143058	-1.152503128	-0.995197656	-1.583250026
ENSMUSG00000026317	Cln8	1.039860889	1.258972767	0.162661061	0.530571293	0.403313706	1.424662432	0.838079409	0.293020066	0.361827411	0.881177387	0.353548952	-0.440624769	-0.758712057	-0.16483788	0.591013212	-0.427068824	-1.133449121	-1.29688612	-2.109456286	-1.807673527
ENSMUSG00000026383	Epb41l5	0.207360384	-0.852193938	0.976177861	0.365139424	0.03106925	0.356204245	0.989675733	0.921162942	0.314941239	1.300436491	0.497625208	0.801574273	0.087168857	0.570618292	0.445589151	-1.595542132	-1.628022194	-1.686333574	-0.122364228	-1.980287284
ENSMUSG00000026390	Marco	0.315348017	0.338457791	0.072280747	0.36518308	0.319695776	0.488122764	0.660202175	0.774176382	0.636147338	0.41090607	0.846385656	0.892770146	0.595734495	0.720143782	0.754520197	-1.555949676	-1.63159475	-1.541516743	-2.113475741	-1.347537506
ENSMUSG00000026411	Tmem9	0.943616858	0.4379695	0.274863426	0.764927982	0.929030353	0.626354112	0.488885659	0.630108704	1.243597673	0.731069373	0.564947791	0.077025669	-0.776569326	0.353146518	0.377662308	-1.21638231	-1.245191075	-1.60093122	-1.826491447	-1.777640546
ENSMUSG00000026447	Pik3c2b	0.474938711	0.237120993	0.661677149	0.565486589	0.84390937	0.790700011	0.040978002	0.343881789	0.436447246	0.949408042	0.652362631	0.430015934	0.071119306	0.805604016	0.578111452	-2.163957283	-2.215694588	-0.870815074	-1.300104062	-1.331190235
ENSMUSG00000026456	Cyb5r1	1.163505945	0.644642536	1.058489353	1.396168216	1.353478194	0.319300536	0.23804886	-0.147480201	0.39138438	0.770041091	0.088461863	0.721491038	0.142703183	-0.86117709	-0.515033108	-1.279786423	-0.925461931	-1.01180737	-1.912011891	-1.63495718
ENSMUSG00000026458	Ppfia4	0.919859407	0.332682028	0.842264626	0.92614661	0.727954816	0.585117939	0.621869057	0.27934208	0.750240067	0.519284323	0.149712731	0.245063407	0.13451611	0.725790069	0.092443701	-1.270729687	-1.579493209	-1.025941112	-1.438649541	-2.537473423
ENSMUSG00000026473	Glul	0.901506837	0.704058045	0.425448475	0.657687566	0.454143546	0.212953048	0.483533146	0.71028384	0.808442907	0.812992522	0.730382372	0.06464305	-0.126410846	-0.105591845	0.669256374	-0.792419594	-1.994816126	-2.121944109	-2.124759368	-0.369389839
ENSMUSG00000026482	Rgl1	-0.582333248	-0.735327503	-0.513054531	-0.683373138	-0.655485512	0.550079544	0.901366173	1.39986039	1.004649012	0.881409491	0.786255537	1.274883945	1.238762936	0.970754592	0.200597955	-1.169736795	-1.04986728	-1.326663334	-1.27148158	-1.221296656
ENSMUSG00000026490	Cdc42bpa	0.544528177	0.311649387	0.79355329	0.612804421	0.512463436	0.469247263	0.47025071	0.458599336	0.276086554	1.056595311	0.351360075	0.741745372	0.762771968	0.23564684	0.534005148	-1.07303251	-2.03212716	-1.874814876	-1.314172729	-1.837160012
ENSMUSG00000026610	Esrrg	0.844218063	0.893178413	0.728841554	0.682113443	0.627715367	0.404513956	0.301242797	0.36302078	0.302884694	0.757308274	0.26349887	0.443976386	0.357435484	0.202762705	0.587395242	-1.170819253	-1.761975998	-2.722783994	-1.338354312	-0.76617247
ENSMUSG00000026786	Apbb1ip	1.091674797	1.097875178	0.584635211	0.456830575	0.468847077	0.521385126	0.154264432	0.204346629	1.310941439	1.320911654	-0.691238168	0.436247228	0.607125171	-0.873416813	-0.191479975	-0.531198499	-1.835375777	-2.052907998	-1.329811056	-0.749656232
ENSMUSG00000026834	Acvr1c	0.926278378	-0.394805198	1.130925703	0.61978801	2.029598957	-0.01791824	-0.420503325	-0.05076474	0.871077393	0.876371169	0.681174283	-0.605715482	-0.229478727	0.749798581	-0.011139039	-1.106714446	-2.293021556	-1.052597185	-0.927363173	-0.774991364
ENSMUSG00000026880	Stom	0.551758695	1.248088763	0.081722523	0.066450106	-0.30337467	1.28413513	0.09657045	0.439255788	0.801725682	-0.258668209	0.427628415	0.674069349	0.819982514	0.076058511	0.679756021	-1.251821891	-0.354941806	-1.649530126	-2.810732932	-0.618132314
ENSMUSG00000027030	Stk39	0.757185444	0.451231973	0.702625409	0.821014113	0.979727964	0.292734988	0.097326572	0.147554834	0.409443791	0.922455996	0.102862596	-0.0827901	0.612334057	0.938441999	0.080032359	-2.410881746	-0.828664613	-2.436731014	-0.648804136	-0.907100487
ENSMUSG00000027082	Tfpi	0.725350147	0.875641192	1.20656526	0.374854396	0.786277371	0.103893391	0.388378479	0.296584235	0.677435325	0.575263616	0.641769435	-0.081617404	-0.071715749	0.463876103	0.616431351	-0.474348492	-1.513890477	-2.440081803	-1.569387557	-1.581278819
