ensembl_gene_id	gene_name	AT01_AT2Y_F0_D0_R1	AT02_AT2Y_F0_D0_R2	AT03_AT2Y_F0_D0_R3	AT04_AT2Y_F0_D0_R4	AT05_AT2RY_F0_D0_R1	AT06_AT2RY_F0_D0_R2	AT07_AT2RY_F0_D0_R3	AT08_AT2RY_F0_D0_R4	AT13_AT2RO_F0_D0_R1	AT14_AT2RO_F0_D0_R2	AT15_AT2RO_F0_D0_R3	AT16_AT2RO_F0_D0_R4	AT09_AT2O_F0_D0_R1	AT10_AT2O_F0_D0_R2	AT11_AT2O_F0_D0_R3	AT12_AT2O_F0_D0_R4
ENSMUSG00000053646	Plxnb1	0.451526776	-0.067672035	1.606428564	-0.40138183	0.789155432	1.16130643	1.118128648	1.029090621	-0.756392371	-1.477615749	-0.099262131	-1.6751233	-0.287605875	-0.676491286	-1.194451429	0.480359535
ENSMUSG00000053687	Dpep2	2.011040248	1.471090954	1.150874762	1.500752226	-0.600940459	-0.647360612	-0.6051155	-1.298710713	-0.130896322	-0.083621474	0.036772735	0.209262102	-0.805438192	-0.588868564	-0.751413892	-0.8674273
ENSMUSG00000054619	Mettl7a1	1.836787205	0.537055632	0.22453803	0.511395428	-0.656654817	0.064491484	0.043686015	0.033541354	-0.979726273	-1.557273314	-0.080404189	-2.118192893	1.405623179	0.84453946	0.029781196	-0.139187498
ENSMUSG00000054640	Slc8a1	0.886162585	0.740694051	0.343593616	0.173510473	0.212940533	-0.066777588	0.53360419	0.375923222	-1.309835792	-1.054363713	-1.183880808	-2.356969961	1.512294893	0.073078655	0.971250139	0.148775503
ENSMUSG00000054843	Atrnl1	1.531017261	0.630522705	0.974062676	0.215922283	0.443686398	0.115768823	0.392370984	1.532553883	-1.698258786	-1.434922922	-0.1046357	-1.513069044	-0.247130928	-1.031800289	0.381711006	-0.187798349
ENSMUSG00000054986	Sec14l3	0.822698775	0.651353227	1.05049424	0.797329659	0.429629951	0.469976684	0.710239251	0.466230049	-1.828130006	-0.795925746	-0.527947594	-2.349762555	0.701894715	-0.217934302	0.377503133	-0.757649481
ENSMUSG00000055333	Fat2	1.396200808	1.562211938	-0.113136795	0.496300796	0.01425085	0.37069661	0.810743643	0.235236378	-2.299879108	-1.10650805	-0.230492906	-1.256728913	0.918773172	-0.052670025	-0.033372242	-0.711626155
ENSMUSG00000055612	Cdca7	0.542971294	-0.326816031	1.201808144	0.871373627	0.841983256	1.69460846	0.441307803	0.898348286	-1.65739685	-0.068040298	-1.317509308	-1.116469099	0.060552108	-1.30921395	-0.186688011	-0.570819431
ENSMUSG00000055737	Ghr	0.761786524	1.639253621	0.621229604	1.631197641	0.081526987	0.695009414	0.066320286	0.533990947	-0.459884036	-1.740449065	-0.104558097	-1.665388425	-0.084548925	-0.072559666	-0.780464101	-1.122462708
ENSMUSG00000055917	Zfp277	1.220722775	0.752834612	0.584661458	0.800717983	0.475342472	-0.096517232	-1.26945155	-1.480089734	-1.92620814	-0.606776986	-0.256626828	-0.901942433	1.054882566	1.332761838	0.271827007	0.043862193
ENSMUSG00000056091	St3gal5	1.356409692	1.152118205	0.601654152	1.368122997	-0.451613382	-0.522913327	0.302359757	-0.094246749	-2.281142334	-0.991533902	0.122167512	-0.825996764	0.628591727	0.318689648	0.497617503	-1.180284737
ENSMUSG00000056220	Pla2g4a	0.443421534	0.770286864	0.429732143	1.722807201	0.467571105	0.977321219	0.301329662	1.352677297	-1.314642627	-1.814682909	-1.225805583	-0.541790116	-0.051826762	-0.165329648	-0.357119166	-0.993950215
ENSMUSG00000056900	Usp13	1.189323887	0.367403721	0.359931163	0.060086493	1.100811474	1.422552012	1.24439648	0.933596163	-1.35090471	-0.926363349	-0.946459882	-1.35090471	0.151187918	-0.481794995	-1.35090471	-0.421956952
ENSMUSG00000056917	Sipa1	0.221446963	1.407610392	1.228507319	1.259720455	1.139302597	-0.999687176	0.977975726	-0.026939948	-0.891317187	-1.651296279	-0.750108558	-0.984355259	0.370432939	0.260751107	-1.046423476	-0.515619613
ENSMUSG00000056973	Ces1d	0.875762924	1.247445205	0.056805127	0.656027017	-0.391524256	-0.396759609	-0.818009376	-0.09042119	-1.610584211	-0.575155513	-0.147121951	-1.664617927	1.699250325	1.045963625	0.936823352	-0.823883542
ENSMUSG00000056999	Ide	0.1196554	-0.415433703	0.911004595	0.960299635	0.970827642	0.896765754	1.513099588	1.445981472	-1.246914635	-1.116889061	-1.391543053	-0.986839426	-0.098517042	-0.923025076	-0.039969909	-0.598502183
ENSMUSG00000057193	Slc44a2	0.390946075	1.036983448	1.420138983	1.114607906	0.397232111	0.634766413	1.219795429	0.717076127	-0.264948198	-1.467634394	-1.297045366	-1.167831774	-0.160709381	-0.928634623	-1.290759592	-0.353983163
ENSMUSG00000057315	Arhgap24	1.131090829	0.8444287	0.187475321	0.920818241	0.605450193	0.497380691	1.238596793	1.380413875	-1.330324018	-1.235744326	-0.107602122	-1.132797437	-0.002910322	-0.73061484	-0.697602962	-1.568058616
ENSMUSG00000057614	Gnai1	0.734476958	0.389787397	-0.588175351	1.264031857	0.936888432	-0.30679117	0.784818562	2.323218622	-1.183158294	-0.801923718	-0.942083169	-0.713435058	-0.754203351	0.257320534	-0.29780481	-1.10296744
ENSMUSG00000057719	Sh3rf2	1.760924176	0.242813315	0.487928772	1.839848338	0.048360557	0.881642645	0.758160081	0.455357498	-1.393660769	-1.189775204	-1.2931394	-0.343803194	-0.417787878	-0.488597322	-0.978129185	-0.370142428
ENSMUSG00000057751	Megf6	1.068947669	1.006346563	1.559659438	0.828191457	0.70929553	0.218861881	0.526874532	-0.512254072	-1.807420451	-1.048608331	0.622282337	-1.613152463	-0.646612187	-0.388316709	0.273255017	-0.797350211
ENSMUSG00000057948	Unc13d	0.7069275	-0.224299736	1.451206294	0.750159572	1.653969172	0.463666776	0.878156243	0.5623285	-0.338821742	-1.475351908	-1.453889552	-1.148722105	-0.993183848	-0.408552837	-0.834438069	0.410845742
ENSMUSG00000057969	Sema3b	0.818423258	1.567485494	0.027415901	0.72974241	1.524068686	0.39587869	0.936414442	-0.388691817	-1.516845067	-1.433260265	-1.025164777	-1.375435821	0.260025742	0.323860627	-0.476732906	-0.367184597
ENSMUSG00000058254	Tspan7	1.188038285	0.655680394	1.40052114	1.076780084	0.099745178	0.682598641	0.573899	0.671588808	-1.154295171	-0.181748208	-1.096040434	-1.576020629	-1.729251542	0.138337168	-0.844119843	0.094287127
ENSMUSG00000058655	Eif4b	1.149194237	1.676921864	0.720761298	1.024716662	-0.389349023	-0.133486142	-1.941580783	-0.148333499	-0.957377256	-0.36555929	0.199573061	-1.236558265	0.374237194	0.800586562	0.517877985	-1.291624607
ENSMUSG00000058756	Thra	1.494574475	1.144594051	0.538327685	0.621777139	0.711200358	0.511292065	0.534333956	-0.244733792	-1.490439215	-1.243466211	-0.040495879	-2.047952131	0.437555654	0.032238384	0.245717681	-1.204524219
ENSMUSG00000059325	Hopx	0.170189629	-0.427608823	-0.854586069	1.892241995	1.826475166	1.019232824	0.80675016	0.613134463	-0.377338848	-0.601364382	-0.410697791	-1.629947091	-0.294693214	0.031128497	-0.652888818	-1.110027698
ENSMUSG00000059475	Zfp426	0.408409071	0.758688676	2.133692686	1.181942671	0.150264885	0.212015556	-0.136559945	1.190352925	-1.386744631	-0.001132416	-0.658286132	-0.317801817	-1.498125082	-0.012170205	-1.175858777	-0.848687465
ENSMUSG00000059824	Dbp	1.138384329	0.776254802	0.678845869	1.388360046	-0.150708653	-1.103735875	-0.585932534	-1.286194704	0.38438818	0.347426646	1.698778415	0.231480829	-0.850260104	-0.04916578	-1.069620388	-1.548301076
ENSMUSG00000060206	Zfp462	1.008117276	1.069727294	0.81790605	0.12260961	0.648019896	1.009654297	0.915071764	0.402195039	-2.714061212	-1.043078341	-0.293201565	-0.770692336	-0.404274893	-0.61087735	-0.208758367	0.051642838
ENSMUSG00000060301	2610008E11Rik	1.308483735	1.311627188	1.237501778	0.720800684	-0.096909914	0.216029147	-0.749358211	0.574566215	-0.171838589	-2.478337349	-0.838977309	-0.667036416	0.838890839	-0.396596095	-0.230974066	-0.577871636
ENSMUSG00000060376	Bckdha	0.90624105	0.804725522	0.489039382	1.443269245	-0.958440868	-0.017428977	-0.599381891	-1.493717683	-0.461855396	-0.411255967	-0.944520899	-1.368530752	1.217890562	1.689975945	0.142744087	-0.438753359
ENSMUSG00000060671	Atp8b2	1.347359479	1.892107597	0.869464019	0.186414881	0.02130708	-0.590428584	0.123464424	0.497640771	-2.079795658	-1.275035183	0.451846416	-0.615219248	0.120792025	0.312253	-0.014916584	-1.247254435
ENSMUSG00000060985	Tdrd5	0.620290951	-0.063944506	0.482338509	-0.332071601	0.756752172	0.723206325	1.661073653	1.235522221	-0.485289454	-1.084624164	-2.396547223	-1.242203098	0.173620197	0.300310095	-0.113429148	-0.23500493
ENSMUSG00000061111	Mcrip1	0.285670205	0.789668585	1.280045933	1.39217705	-0.069706374	-0.908524127	-1.137354475	-2.011690273	-0.391029352	-0.497994473	-0.706579575	-0.942537076	1.065129619	0.792595257	0.996012522	0.064116553
ENSMUSG00000061175	Fnip2	1.511069902	0.731993059	0.680407052	0.428376219	0.631854368	0.543894647	0.131399236	0.762418783	-2.167826837	-1.667137206	-0.658406708	-1.481032741	0.197879454	0.306572512	0.042795896	0.005742365
ENSMUSG00000062115	Rai1	1.261827195	1.02709585	0.121820192	0.040331172	0.341672644	1.515322253	1.091877427	0.080991509	-0.729519794	-0.546717961	1.134508388	-0.985031925	-0.356573375	-1.480086212	-1.532125078	-0.985392286
ENSMUSG00000062901	Klhl24	2.047081633	0.337576118	1.450163516	-0.250959867	-0.720045956	-0.091133027	-1.267999878	-0.838630673	-1.591469716	-0.689962434	0.541405259	-0.761084612	0.442290983	0.959377978	-0.3312613	0.764651975
ENSMUSG00000066233	Tmem42	0.626730588	0.888500394	0.939997614	1.308435233	0.427467263	0.132325339	0.654102085	0.612964246	-1.398382212	-0.491833234	-1.589158498	-1.878725403	0.434493419	0.251223188	0.344848456	-1.262988478
ENSMUSG00000066357	Wdr6	1.107943782	0.739590952	-0.586264612	1.175189046	0.579973528	0.01023836	0.888889916	0.164840383	-1.553448083	-0.582321868	-0.732395447	-2.239483734	1.088486635	0.410367218	0.302024916	-0.773630994
ENSMUSG00000066438	Plekhd1	0.43214605	0.297485353	0.077961692	-0.349808263	2.058997372	0.928747265	1.34593063	1.09222758	-1.265941879	-0.86153866	-1.036138281	-1.032915608	0.158311797	-1.160526228	-0.78854517	0.10360635
ENSMUSG00000066456	Hmgn3	0.064226375	1.355979529	0.91884174	0.235083247	0.810555921	0.980855342	1.05798327	1.22745174	-0.65429114	-1.276835079	-1.33521186	-1.437333039	-0.449672523	-1.296170828	0.217809266	-0.419271962
ENSMUSG00000067219	Nipal1	1.997137324	1.719191215	0.31848217	0.010266036	-0.271857276	-0.087244467	-0.836624288	-0.27331878	-2.036247548	-0.730551467	-0.024819804	-1.19013706	0.577457165	0.342005678	0.708117168	-0.221856062
ENSMUSG00000067276	Capn6	0.644945506	0.847762489	1.107879467	1.277126404	1.039230692	0.531905136	0.432799378	0.460148796	-0.419026729	-1.506036947	-0.504842841	-1.845825562	-1.587779386	-0.028596308	0.283229193	-0.732919288
ENSMUSG00000067786	Nnat	1.801593942	1.0146556	0.008808662	0.926581284	-0.058078449	-0.085207593	1.251143241	-0.618152551	-0.991201708	-1.682596234	-0.521536854	-1.726542784	-0.521403042	0.452467078	0.579668857	0.169800549
ENSMUSG00000068566	Myadm	0.186277842	1.128015328	0.486393769	0.593492188	0.507231816	-0.063526356	1.955001702	1.156742315	-1.092424363	-1.156581053	-1.380948669	-1.078491293	-1.196029153	0.305334782	-0.673389116	0.322900259
ENSMUSG00000068735	Trp53i11	0.36483175	1.453709841	2.073182991	1.228488437	-0.139598598	0.93523489	0.101035768	0.102661739	-0.533218582	-0.889286933	-0.601457318	-0.535042203	-0.080954372	-0.836932616	-1.087385252	-1.55526954
ENSMUSG00000068854	Hist2h2be	1.088277007	0.565980661	1.16592643	0.18026036	-0.207713324	0.813983333	1.50299663	1.33525995	-0.764267665	-0.826616328	-0.894415063	-1.900869687	-0.260228074	-0.162334246	-1.166267897	-0.469972087
ENSMUSG00000068876	Cgn	0.267270088	1.251729451	0.548651742	0.579090782	0.684432332	1.554787726	1.236281107	0.852749459	-0.462598935	-1.195933034	-0.157416053	-0.478398761	-1.314259524	-0.811196042	-1.4122714	-1.142918938
ENSMUSG00000070047	Fat1	1.193588226	0.71458193	0.702419152	0.125291189	-0.390022003	0.703253744	1.77210751	0.989862979	-2.021371226	-1.201344608	0.026764499	-1.290671872	-0.115328064	-0.599388649	-0.436346403	-0.173396405
ENSMUSG00000070056	Mfhas1	0.493187377	-0.255128438	-0.005274832	0.747094239	0.297398925	1.107280842	0.653211733	2.140288428	-1.446862668	-0.971793579	-0.193884737	-1.863733863	0.095485132	-0.494386945	-0.845402954	0.542521339
ENSMUSG00000071506	Tmem139	0.167763937	0.057098904	1.489626435	0.668206741	0.512826995	0.322791431	-0.015035701	0.418173929	1.404720758	0.575030456	-0.133318215	-0.261737632	-0.408456016	-1.826862841	-0.632927483	-2.337901697
ENSMUSG00000071723	Gspt2	0.911388822	2.081721987	0.554213367	0.31167426	0.550805004	0.530817295	0.412184136	0.894188572	-1.133697306	-1.033421056	0.448088442	-0.837871975	-0.05174275	-1.500074963	-0.866853076	-1.271420758
ENSMUSG00000073643	Wdfy1	0.726171918	0.437941671	0.557388679	1.240142971	0.640434698	1.504989588	0.677667251	1.505972297	-0.891322929	-0.556894622	-0.640014458	-0.837836615	-1.256224433	-1.068068867	-1.101883199	-0.938463952
ENSMUSG00000073879	Gm5859	0.698358065	1.119918878	1.270164963	0.762503442	0.495068213	1.029448315	0.192346483	1.217960853	-1.219932492	-1.219932492	-0.695879845	-0.390456385	0.400229478	-1.219932492	-1.219932492	-1.219932492
ENSMUSG00000074364	Ehd2	0.78688728	0.187129633	1.173821821	1.052989467	0.792156356	0.175299211	1.71368718	0.862155435	-0.796460277	-1.214027857	-1.034893744	-1.541129314	-0.399159482	-0.141073968	-1.298272291	-0.319109449
ENSMUSG00000074476	Spc24	-0.069272333	-0.019505528	0.625070791	1.391675766	1.519260328	0.644582973	0.950451629	1.312541044	0.170035834	-0.836455728	-0.748163215	-0.594738215	-1.389953438	-1.413284938	-0.243416252	-1.29882872
ENSMUSG00000075028	Prdm11	1.069163689	1.551527192	0.714612831	1.491144581	0.465454499	0.008890478	-0.04654126	-0.568125858	-1.760120492	-1.704156824	0.107458525	-0.664984155	0.485622969	-1.147352719	-0.289074009	0.286480553
ENSMUSG00000075420	Smim6	1.093742245	0.081112133	0.339518917	1.989385594	-0.550715479	-0.52441676	-0.455632793	-1.109959257	-0.254617735	-0.593940101	-1.306407628	-1.555720914	0.993044364	1.42934565	0.357813439	0.067448323
ENSMUSG00000075592	Nynrin	1.49007088	0.996021589	1.223962141	0.857636932	-0.155826326	1.303179421	-0.126297855	-0.140056007	-1.780890294	-0.95797019	0.541011872	-0.939256324	-1.090601805	0.340548249	-0.721059761	-0.84047252
ENSMUSG00000078670	Fam174b	0.498727101	0.70825044	1.096820325	0.885207667	1.24418121	0.578506379	0.637675216	1.063095913	-0.10850927	-0.510668367	-1.788421509	-1.825399003	-0.802283087	-0.421661688	-1.091912012	-0.163609316
ENSMUSG00000079164	Tlr5	1.519099745	0.745723222	0.148690658	0.057647658	1.70199191	0.316155133	0.976934694	0.951891879	-0.982075125	-1.617136318	-0.940329738	-0.355316602	-1.048433561	-0.844959973	0.256001431	-0.885885013
ENSMUSG00000079465	Col4a3	1.196230397	0.754288195	0.310406128	0.17268114	0.485264213	1.31459392	0.232783757	1.17430956	-1.525305394	-0.251892379	0.658548753	0.117297672	-1.989081598	-0.973870233	-1.244235029	-0.432019101
ENSMUSG00000081739	Mdm4-ps	0.479660552	0.715278911	1.155653838	1.423284407	0.773374519	1.40632891	-0.688595074	0.617984674	-0.709844179	-1.252333283	-1.252333283	-1.252333283	-0.684297562	-1.252333283	0.465351255	0.055152883
ENSMUSG00000086324	Gm15564	0.722801578	1.601282491	1.537187894	1.029175451	-1.127149941	-1.115317654	0.17816641	-0.28126463	-1.537618488	-0.662629047	-0.718251906	-0.815018121	-0.720664956	0.600744454	0.924602035	0.383954431
ENSMUSG00000090394	4930523C07Rik	-0.096521677	-0.019443647	-0.170672309	-0.580913312	0.257794618	1.302442452	0.776273556	2.322759089	-2.092498517	-0.62975274	-0.47559058	-1.076004787	0.600721488	-0.4013164	-0.125183992	0.407906757
ENSMUSG00000091337	Eid1	1.163030362	0.767688887	1.211608755	1.385080783	0.355297038	-0.067150766	-0.869333695	0.181573329	-0.104360472	-0.48187972	-1.010843405	-2.243672567	0.854075861	0.436056581	-0.407915526	-1.169255445
ENSMUSG00000091542	Gm17167	0.885652839	1.036242002	0.922413172	0.832090094	0.49196267	1.077471551	0.82812513	1.068698875	-0.638884636	-1.472184316	-0.595087133	-1.243698136	0.138989625	-1.364915259	-0.79018512	-1.176691358
ENSMUSG00000092060	Bend4	0.096252743	0.444052955	1.314248509	0.340529422	0.623762432	0.752761674	1.780859293	1.472089925	-0.862163426	-0.952671594	-0.354644675	-0.337395966	-1.330477153	-0.889991677	-1.094334539	-1.002877922
ENSMUSG00000094626	Tmem121b	2.295487965	1.394954865	0.254997006	0.711591912	0.271326686	-0.515216242	0.227402495	-0.508355609	-0.571607568	-0.344007313	0.790413488	-1.535344839	-1.172398835	-0.817388919	0.458499648	-0.940354742
ENSMUSG00000095098	Ccdc85b	0.897317369	0.586426636	1.489133197	2.053104762	0.306466522	-1.037641913	-0.142588549	0.559116485	0.180295787	-0.936682722	-1.13565737	-1.418195861	-0.298743646	0.139676242	0.020723374	-1.262750315
ENSMUSG00000095115	Itpripl2	0.70692784	1.497157659	1.058920953	0.315159342	-0.18413588	0.642939358	1.790308614	0.897817117	-0.550922976	-1.074435145	-0.516171912	-0.856502593	-1.512740719	-0.384981383	-0.991417184	-0.837923091
ENSMUSG00000096210	H1f0	0.804772174	1.984135468	0.664817116	1.608176633	0.103699808	0.075661996	0.47581565	-1.370443424	-0.23506902	-0.710312396	-0.938313212	-0.414215947	-0.720072535	-0.311748783	0.614445024	-1.63134855
ENSMUSG00000096780	Tmem181b-ps	-0.411603841	0.607628768	0.81674896	0.324557221	1.096212388	1.374221292	0.583220664	1.370349056	0.006977708	0.494879477	-1.020507383	-0.815855677	-1.644721641	-0.374758758	-1.789147564	-0.61820067
ENSMUSG00000096992	Gm26788	1.373384032	0.479190004	1.858393624	1.351741041	-0.649171	-0.637615294	-0.260522784	-0.050635547	-0.032269193	-0.99097389	0.025887481	-0.665322412	1.193131335	-0.31953553	-1.043516689	-1.632165178
ENSMUSG00000097208	Gm26698	1.724416123	0.758497508	1.381363348	1.199183208	-0.568963363	0.625832347	-0.935222243	-1.000114205	0.641305302	-0.394417585	0.733323222	-0.237813921	-0.92585615	-0.561919819	-1.539676932	-0.899936841
ENSMUSG00000097589	Dleu2	1.268765994	1.329390951	0.158633629	0.839788266	0.737238303	1.010524305	0.946546389	0.543155853	0.096521313	-0.767741444	-1.248691997	-1.466337765	-1.010315197	-1.00080345	-1.34059638	-0.096078771
ENSMUSG00000103475	Gm37697	0.241749029	0.849783493	1.879910509	1.306062916	-0.410522602	0.593741445	0.851046188	0.506540672	-1.322000217	-1.398402847	-0.226168621	-1.014836207	0.138373082	-0.206481252	-1.612626334	-0.176169252
ENSMUSG00000104022	Gm37214	0.76043819	1.410746282	0.903360298	1.430879369	1.387703824	0.563905487	0.231737707	-0.358081357	-1.243866018	-1.243866018	-1.243866018	-0.377197283	0.240048039	-0.532062671	-1.243866018	-0.686013813
ENSMUSG00000104376	Gm37516	1.456911986	1.259498109	0.428506642	0.836615939	1.181810633	0.066334638	0.99872936	-0.232010861	-0.306842932	-1.526965068	-1.019398654	-1.755852087	-0.110037979	0.217324606	-1.087096967	-0.407527365
ENSMUSG00000000759	Tubgcp3	0.178575112	-0.001564881	-1.052572546	0.626193222	1.38543636	1.297084787	0.453091396	0.344215749	-0.379885668	0.295354455	1.208571177	0.480400523	-1.845769745	-1.881353979	-0.726404003	-0.381371959
ENSMUSG00000000776	Polr3d	0.116659292	-1.333685919	-2.33140529	-1.335582389	0.960891491	-0.038637087	0.696258124	0.160855586	1.497205858	0.388273684	0.094003452	1.087897547	-0.809195174	0.08661735	0.47283662	0.287006856
ENSMUSG00000001151	Pcnt	-1.157473106	-0.085120155	-0.789246914	-1.136742599	-0.123875489	1.240210416	1.689085879	1.416894703	-0.50124351	-0.27654817	1.163913191	0.790143078	-0.728614895	-1.111748329	-0.961084659	0.571450559
ENSMUSG00000001774	Chordc1	-1.481499858	-1.586827579	-1.467375262	-0.648530607	0.173383956	0.0888671	-0.497063912	1.256428934	0.886194244	1.534705468	0.411550536	0.794427749	-0.312869684	0.084838081	-0.487539812	1.251310645
ENSMUSG00000002625	Akap8l	0.040140311	0.393628067	0.07728324	-0.691706453	0.753787089	1.105254415	-0.323845886	0.638348321	1.381272713	-0.002605899	0.409063814	1.41788431	-1.691778427	-0.683002446	-1.984532992	-0.839190175
ENSMUSG00000003134	Tbc1d8	-1.083880137	-1.243626702	-0.423285325	-0.957939056	0.397075427	1.342442674	-0.118057665	1.037665474	-0.426676043	1.58685899	0.330659828	1.721851199	-0.494080302	-1.000365095	-1.000880463	0.332237195
ENSMUSG00000003526	Prodh	-1.068655399	-0.694067068	-2.143692991	-1.197457314	-0.039918803	0.274684028	0.04408424	-0.326564719	-0.195550259	1.635870384	0.873119627	1.381190457	0.65532848	-0.509544685	0.317745713	0.993428309
ENSMUSG00000004040	Stat3	-1.734404744	-0.344046402	-0.766257028	-1.613917678	-0.918087307	0.344054746	1.060331452	-0.417369148	0.43739901	0.505422155	0.991434145	1.558812243	-0.483812801	-0.004363159	-0.135031132	1.519835648
ENSMUSG00000004896	Rrnad1	-0.438093127	-0.473756577	-0.242253942	-1.046568812	0.132187963	1.076155151	0.550970963	0.841256307	0.37146145	0.568914141	1.22966964	1.93577554	-0.635220249	-1.335734335	-1.51396299	-1.020801124
ENSMUSG00000004936	Map2k1	-0.932618553	-1.369992134	-0.578611823	-1.459015629	-0.178440716	-0.340726858	0.876050633	0.999136694	0.876509241	1.806732669	-0.311858763	1.612851372	-0.024672101	-0.977212241	-0.306880911	0.30874912
ENSMUSG00000006154	Eps8l1	0.588445607	0.227396697	0.533425785	-0.968068194	1.720153929	1.196734827	0.474736498	1.669675352	-0.015505256	-0.167314103	-1.038957396	-0.141387249	-1.328014312	-1.293187719	-1.147001023	-0.311133442
ENSMUSG00000006456	Rbm14	-2.00458548	-1.07044205	-1.247335168	-1.066462887	-0.088161832	-0.04064185	-0.079217919	1.615381412	0.637125057	0.869349314	0.457224979	0.374619009	1.02404275	-0.523921238	-0.14610259	1.289128493
ENSMUSG00000007850	Hnrnph1	-0.566249644	-0.38354595	-0.218414111	-0.340232865	1.916535999	1.143044856	-0.044399584	1.237565247	0.461309895	-0.012111682	0.169957656	1.328481929	-1.065574457	-1.276139088	-1.577059574	-0.773168628
ENSMUSG00000008305	Tle1	-2.118019276	-0.700858929	-0.924831283	-1.013758158	-0.285594674	0.116367858	-0.199959559	0.53229912	0.512000997	1.695110255	1.054063019	1.719927433	-0.626218823	-0.14929374	0.079079878	0.309685884
ENSMUSG00000010453	Kansl3	-0.374745303	-0.630904419	-2.467772232	-1.014282508	-0.386602113	0.111806294	-0.192756153	0.767756179	1.408011396	1.013276153	1.293720644	0.914957505	-0.642706402	0.134070375	-0.515079737	0.581250323
ENSMUSG00000014778	Fhod1	1.211525199	0.27451043	-0.686675437	-0.410182827	1.002390728	0.973798337	0.234549855	-0.197698021	0.265231417	0.341304667	1.156845033	1.283874498	-1.541195275	-1.464941349	-1.433993677	-1.009343577
ENSMUSG00000014786	Slc9a5	-0.4563531	-0.004667863	-1.002283153	-1.471884769	0.921367436	2.426346026	0.090073952	0.832681271	-0.016197114	0.253732167	0.667768508	0.969266433	-0.795657053	-0.561857071	-1.111636931	-0.740698738
ENSMUSG00000015605	Srf	-1.849123461	-0.048692745	-0.688883523	0.31487583	1.369799128	1.625930548	1.575428795	0.852449915	-1.473832221	-0.295207355	0.359032673	-0.245312935	-0.678830854	-0.353477956	0.026888864	-0.491044702
ENSMUSG00000015647	Lama5	0.077956749	0.978440444	0.572898345	-0.598572979	0.017256249	1.387592158	0.962355459	0.483496071	-0.37425635	0.0842611	-0.265469176	1.693452388	-1.44820779	-1.934046948	-0.795521271	-0.841634449
ENSMUSG00000017861	Mybl2	0.102971326	-0.804075411	0.660177131	-1.635272399	0.963760468	0.225441088	0.596345698	-0.144545488	1.790923412	0.693589033	0.314003695	1.029922973	-1.654835697	-0.894949885	-1.220230511	-0.023225434
ENSMUSG00000018379	Srsf1	-1.71261746	-0.962180034	-1.192282592	-1.071762846	1.000330887	1.072342906	0.873002552	0.947606819	-0.28648162	0.978425409	0.536290102	1.369600646	-0.524902548	-0.511367292	-0.924078126	0.408073197
ENSMUSG00000018537	Pcgf2	0.734392451	0.356082995	0.103225069	0.307680938	-0.221922718	1.992339364	0.794940387	0.191327032	-0.131680164	0.273942516	0.767138714	0.391708601	-2.095315237	-0.735891204	-1.528661971	-1.199306773
ENSMUSG00000019856	Fam184a	-0.694148572	-0.230069286	-0.54543499	-0.528070125	0.883066123	0.206135169	0.556432907	1.369482678	0.129338431	0.793809402	0.637521869	2.014590785	-1.455921835	-1.354874196	-1.227601565	-0.554256794
ENSMUSG00000019907	Ppp1r12a	-0.919251139	-0.443299553	-1.301067453	-0.729424569	1.066089191	0.991383318	1.226332729	1.503937638	-0.071513206	-0.200101816	1.123681582	1.098539167	-0.877278749	-1.308186947	-0.880194556	-0.279645638
ENSMUSG00000019916	P4ha1	-0.227242265	-1.351248626	-0.728524528	-1.190082504	0.953988662	0.483203547	-0.303705649	2.04062954	-1.200635197	0.309977493	-0.923831008	-0.006063936	1.043847172	0.957997954	-0.755875147	0.897564491
ENSMUSG00000019986	Ahi1	-1.695284427	-1.407024469	-0.399554298	-1.879760555	-0.499373492	-0.133436024	-0.10209737	1.417491553	0.184153417	0.505738437	0.698185825	1.586286352	0.431888402	0.183962337	0.417122047	0.691702264
ENSMUSG00000020069	Hnrnph3	-0.398354491	-1.286258992	-1.494774544	-0.945056577	1.556643617	1.545030743	0.641040629	0.608669358	0.65501146	0.499555984	-0.551433093	0.950339661	-0.022576002	-0.988214046	-1.193712555	0.424088845
ENSMUSG00000020074	Ccar1	-1.417851712	0.105630103	0.36526713	-0.255107174	0.042860266	1.297714857	-0.254691953	1.24268689	0.439991645	1.425531376	0.34875215	0.91155041	-1.801515288	-1.599819516	-0.689824504	-0.16117468
ENSMUSG00000020075	Ddx21	-1.345404067	-1.169029107	-1.864553512	0.047091661	0.269113186	-0.319360008	1.081933939	0.575715006	0.10789664	1.525724423	0.920756924	1.195854858	-0.801752113	-0.966170847	0.055662704	0.686520312
ENSMUSG00000020256	Aldh1l2	-0.269569193	-0.264695095	-0.15116001	-0.344472927	0.492933024	0.448869841	1.5269719	0.142676777	0.291204068	1.224869375	0.897250534	0.910582938	-2.631534337	-0.64531369	-0.68707993	-0.941533275
ENSMUSG00000020263	Appl2	0.105616651	0.199374389	-0.419168654	-0.192440805	0.800354132	1.522299336	-1.172084511	-0.177500671	0.153049365	0.350334244	1.655232992	1.460482155	-0.715216647	-1.815396615	-0.936827607	-0.818107753
ENSMUSG00000020288	Ahsa2	-1.122745539	-0.349887828	-1.620996829	-1.319526315	0.793721699	-0.238550626	-0.305973345	1.178133337	1.218114559	0.590016861	0.019566071	1.667248985	0.556299492	0.515921417	-1.357121311	-0.224220629
