ensembl_gene_id	gene_name	SC024_T1_N_AMR_R1	SC025_T1_N_AMR_R2	SC026_T1_N_AMR_R3	SC027_T1_N_AMR_R4	SC028_T1_N_AMR_R5	SC001_T1_N_AMR_R1	SC002_T1_N_AMR_R2	SC003_T1_N_AMR_R3	SC004_T1_N_AMR_R4	SC005_T1_N_AMR_R5	SC034_T3_B_AMD_R1	SC035_T3_B_AMD_R2	SC036_T3_B_AMD_R3	SC037_T3_B_AMD_R4	SC038_T3_B_AMD_R5	SC034_T3_B_AMR_R1	SC035_T3_B_AMR_R2	SC036_T3_B_AMR_R3	SC037_T3_B_AMR_R4	SC038_T3_B_AMR_R5
ENSMUSG00000041642	Kif21b	-0.564710945	0.800086712	0.67456234	0.179858064	0.184240547	-0.194352401	-1.126939606	-0.561860068	-0.644346736	0.45381196	-0.892149724	-1.611248396	-1.216622061	-0.491611966	-1.265592552	1.429469548	1.168371699	1.37685957	1.701180358	0.600993655
ENSMUSG00000041695	Kcnj2	-0.922072653	-1.154978184	-0.693860459	-1.351402456	-0.691315274	-1.032795131	-0.926278601	-1.033506834	-1.321685331	-0.17798509	0.931894705	0.555257011	0.907655663	0.792703006	1.31701456	0.715274327	0.689761635	0.948571519	1.145000987	1.3027466
ENSMUSG00000041733	Coq5	-1.209695883	-0.496226467	0.051903105	-0.409605226	-0.476703586	-1.402336793	-0.314125552	-0.735814412	-0.402994881	-2.344852623	0.128062078	1.109509278	0.784701198	1.483878268	0.454321362	0.422837783	0.417742068	1.587151307	1.208659054	0.143589923
ENSMUSG00000041736	Tspo	-0.692042272	-0.710527909	-0.704041808	-0.680534728	-1.275797168	-0.429643472	-0.579788341	-0.579642792	-0.859562158	-2.30822864	0.750694359	0.916086308	0.913758576	1.345211123	0.840694756	0.360771273	0.591626566	0.836757734	1.197423593	1.066785
ENSMUSG00000041740	Rnf10	-0.872178242	-0.703267472	-0.954748917	0.233298404	-0.98079121	-0.011182236	-0.417966349	-2.515306142	-0.324230758	-1.357379547	0.461446423	1.485650769	0.896470181	1.140157164	0.761117168	0.536158972	0.306046579	0.854313996	0.936523798	0.52586742
ENSMUSG00000041779	Tram2	-0.184581581	-0.077668944	-0.062683035	-0.014594566	0.240225675	-0.949988044	-0.271555138	-1.904192873	-2.828480278	-0.643865284	0.570413188	0.417962893	0.650839371	1.149963832	1.362743188	1.077690261	0.188194965	0.274321973	0.486546166	0.518708231
ENSMUSG00000041801	Phlda3	0.163511226	-0.35596526	-1.311316509	-0.666395076	-0.911674375	0.123781181	-0.620091535	-0.777721567	-0.201978606	-1.605179953	0.719395422	0.033077426	-0.204546573	0.200114953	-1.226991877	1.938381148	1.339805784	1.29055269	1.651671326	0.421570175
ENSMUSG00000041879	Ipo9	-0.163984596	0.078421634	-0.276420852	-1.032293276	-0.753036473	-0.457492969	-0.467983773	0.332264426	-1.262190248	-0.308181672	1.314913243	1.566544038	1.103250366	1.395311721	2.142242361	-0.396681252	-1.02191679	-1.093739966	0.126132704	-0.825158624
ENSMUSG00000041895	Wipi1	-0.836777568	-1.371733927	-0.028400478	-0.902199958	-0.550383801	-1.362407539	-1.03853895	-0.282462727	-1.486047548	1.319241724	1.615676472	0.282697953	1.163685988	1.35538883	-0.115512916	0.302180905	1.484561306	0.3721134	0.091819412	-0.012900578
ENSMUSG00000041915	Ammecr1l	0.354579411	-0.035189328	-0.283742064	-0.430655643	-0.042895944	-2.578087008	-0.397647615	-1.694385273	-1.593036202	-0.285096786	0.489264322	0.427036985	0.761805049	1.551292219	0.958940243	0.802118838	0.493241249	0.463420235	0.932543386	0.106493925
ENSMUSG00000041939	Mvk	-0.823842657	-0.185195391	-0.725427457	-1.021651046	-0.386767196	-0.373149106	-1.025490906	-2.129026845	-0.52019673	-1.308168884	0.804757961	0.925015958	1.207049584	1.480188598	1.076478807	0.648576005	0.238324844	0.181169471	1.255797658	0.681557332
ENSMUSG00000041957	Pkp2	-0.982241242	-0.536555805	-0.534240138	-0.497879249	-0.606355342	-0.957269194	-1.389973144	-1.286561828	-1.547219729	-0.930973551	0.888979205	0.727631044	0.781431191	1.320547984	0.907768745	0.843960623	0.614212225	1.024259844	1.316237882	0.844240478
ENSMUSG00000041961	Znrf3	-1.311130506	-1.437605526	-0.680959117	-0.488541885	-0.086756652	-0.99044889	-1.669221056	-1.518372115	0.268713223	-0.226829651	0.51777122	0.406542786	0.475182258	1.236167964	1.140224803	1.033837671	0.997757291	-0.012130027	1.124609118	1.221189091
ENSMUSG00000042148	Cox10	-1.699019867	-0.671697999	-0.131054572	-0.474801986	-0.870229704	-0.723955707	-0.505204974	-0.852752614	-0.862191969	-1.440427309	0.756457403	0.713104144	-0.239278073	1.413105602	0.224219443	0.42024385	1.302390833	0.750574706	1.964212584	0.926306207
ENSMUSG00000042251	Pm20d1	0.517086364	-0.144162235	0.385821362	1.246359847	-0.159250876	-1.296278266	-0.319739342	-1.794617767	-1.771825588	-0.184115919	1.423119862	0.97738891	0.71745517	1.004033084	1.395096161	-0.896423719	-0.988887742	-0.174136101	0.553196791	-0.490119996
ENSMUSG00000042272	Sestd1	-0.286214623	-1.116812868	-0.760461356	-0.776579443	-1.207583623	-1.038241882	-1.111537493	-1.011458285	-1.567355764	-0.311605419	0.953286103	0.756869814	1.262543049	1.524011351	0.992551192	0.792882016	0.649522167	0.681984135	0.825020712	0.749180218
ENSMUSG00000042349	Ikbke	-0.952431236	-0.438143424	-0.731465927	-0.691875691	-0.983968928	-1.201671135	-1.17514368	-1.077151079	-0.941645943	-1.097036208	1.04945981	0.686509172	1.220305342	1.569027384	0.890751131	0.742877957	0.48611653	0.972363312	1.279919142	0.393203473
ENSMUSG00000042364	Snx18	-0.408399221	-0.590393199	-0.280286579	-0.363461419	-0.947204575	-0.306152949	-1.424484545	-0.424606936	-1.864288603	-0.776575364	-0.465845647	0.382571883	1.856851414	1.425500416	0.959591174	0.133556399	-0.324986477	1.413893018	1.224653976	0.780067234
ENSMUSG00000042396	Rbm7	-0.670174536	-0.250879194	-0.047245176	-0.264058865	-0.751020336	-0.977625889	-2.035847064	-0.34605519	-1.199558688	-1.690047506	0.77120296	1.200363686	0.472534927	1.492296248	0.668740023	-0.038218799	0.929828161	0.868388408	0.792641716	1.074735115
ENSMUSG00000042401	Crtac1	-0.634806948	-1.275110216	-1.089522452	-1.157570344	-0.73028061	-0.569994814	-0.113611864	-2.019980348	0.421111138	-1.081854071	0.311676443	0.378308291	0.705715274	1.195786915	0.672503995	1.009274111	0.866164247	0.860440277	1.615786725	0.635964251
ENSMUSG00000042423	Fbrs	-1.245828088	-0.034853323	-0.76090616	-0.555914931	0.693221109	-1.474696351	-0.345134647	-1.007894566	-1.672703756	-1.265631691	0.679202713	0.548806752	0.449995187	1.488125851	1.566796839	0.261200658	0.322713193	0.491221307	1.472702261	0.389577644
ENSMUSG00000042439	Zfp532	-1.212160513	-0.472733743	-1.161201939	-0.928369753	-0.758644249	-1.786751409	-0.623684208	-0.970233767	-0.714482	-0.477090961	0.718615718	0.506073596	0.702158779	1.288380131	0.71597566	0.921272711	0.600488104	1.07678894	1.549259447	1.026339456
ENSMUSG00000042485	Mustn1	-0.885547072	-0.664755803	-0.552250858	-0.811454083	-0.941681901	-1.362961316	-1.335048157	-1.758284009	-0.317862879	0.248383596	0.524699162	0.290506008	0.947010988	1.210486447	0.744605392	0.306002576	0.296614708	1.141646965	1.511369908	1.408520327
ENSMUSG00000042492	Tbc1d10b	-0.344809914	-0.272697972	-1.290075474	-0.477064767	-0.527348101	-0.508136312	0.032835231	-1.330235292	-1.713688363	-1.961898916	0.506929651	1.264636258	0.940781691	1.159261723	1.042608783	0.467481155	0.620298052	0.636531338	1.103270681	0.651320549
ENSMUSG00000042688	Mapk6	0.235530227	-0.862346501	-0.942002614	-1.556566158	-0.898357662	-1.055407278	-0.34794363	-0.520868977	-1.221051203	0.07206638	2.187616859	0.718803077	0.571106545	-0.185061267	0.705838477	2.135048257	0.537473887	0.12639792	0.227290879	0.072432782
ENSMUSG00000042719	Naa25	-1.127558847	0.315078178	-0.313913218	0.362269992	-1.099649333	-1.344139282	-0.031815069	-0.69545816	-2.368679083	-0.372845533	0.496006593	-0.556774565	1.008933782	1.396342399	1.217653541	0.346971037	-0.108631089	0.648554493	1.347101458	0.880552705
ENSMUSG00000042726	Trafd1	-1.308678695	-0.555962625	-1.675927193	-0.798288879	0.064992011	0.378707011	-0.765325018	-0.255520305	0.277788834	-2.176921883	0.518873826	-0.018386017	0.199230097	1.541301091	0.702214861	0.601991186	0.078923909	0.490190123	1.842038346	0.858759318
ENSMUSG00000043017	Ptgir	-0.719193303	-0.31648813	-0.68013567	-0.736116871	-0.934900301	-0.858301331	-1.033719943	-1.331246823	-1.066624019	-1.673618984	1.009189628	0.883528003	0.932577165	1.25650816	0.921745548	0.819549659	0.692216476	0.824729003	1.144916101	0.865385629
ENSMUSG00000043085	Tmem82	-2.151696069	-0.745709428	-0.73345732	-0.512799501	-0.152984941	-1.379006094	-1.126121122	-0.536179116	0.883197738	-0.687829474	0.68885671	-0.269554499	-0.137806601	0.346979953	1.475929428	1.05006353	0.897011399	0.680802653	0.941636263	1.46866649
ENSMUSG00000043300	B3galnt1	-1.054507456	-0.520815975	-0.190998601	-1.408620166	-0.20185732	-1.408620166	-0.664695324	-1.408620166	-0.514494628	-1.408620166	1.060791973	1.353509871	0.553273525	1.402569831	0.70587454	0.398435174	1.080813232	0.662211133	1.080740042	0.483630645
ENSMUSG00000043740	B430306N03Rik	-0.582765911	-0.267171334	-0.299471785	-1.018302411	-1.148733473	-0.262443764	-1.955443052	-0.364212004	-1.127245765	-1.335208582	0.595058928	0.363037368	0.941342669	1.791164282	0.746633336	0.401561212	0.291419877	0.824935728	1.43265446	0.973190221
ENSMUSG00000043795	Prr33	-0.268410012	-0.557493956	-0.087901365	-0.019562373	-0.55963724	-1.871341736	-0.977991665	-1.958252501	-0.930002506	-0.953518264	1.059360864	-0.03177825	0.992255552	1.28573596	0.422637367	1.170653245	0.620047568	1.138563692	0.953741103	0.572894518
ENSMUSG00000043822	Adamtsl5	-0.53536553	-0.966456491	-0.305359433	-0.954925999	-1.032842453	-0.637979361	-1.178420687	-1.255713247	-1.123814519	-1.37581612	1.195449458	0.624708649	0.896564765	1.024785983	0.863676461	0.912827415	0.79764015	1.331117012	1.000280894	0.719643055
ENSMUSG00000043895	S1pr2	-0.96893451	-0.623078666	-0.772389906	-0.465415657	-1.227040502	-0.449365074	-0.405192861	-0.504826229	-1.687142577	-1.808188174	0.613307863	0.587641334	1.016707585	1.272754109	0.945837959	0.625109955	0.681637649	0.826197537	0.989372145	1.353008019
ENSMUSG00000043953	Ccrl2	-0.675633911	-0.708522724	-0.824465394	-0.899375596	-0.649465355	-1.013883818	-1.219228298	-0.933370098	-1.19154145	-0.920194683	0.18381366	0.530757792	1.04617167	1.076573326	1.514090397	0.084648372	0.751968478	1.015719601	1.375898129	1.4560399
ENSMUSG00000043991	Pura	-0.646099901	0.154747467	-0.901602338	-1.473039537	-0.493811597	-1.747130995	-1.112036283	-0.574135225	-1.870433715	0.424289587	0.90254472	0.688055328	1.025325925	0.994826909	0.583954367	0.860442862	0.716985292	0.58972542	0.950315432	0.927076281
ENSMUSG00000044037	Als2cl	-0.325237729	0.010765468	0.429863474	0.181490539	0.637029719	-1.107569634	-0.881371649	-1.188471076	-1.269322835	-1.22709912	-0.050268849	-1.49366053	0.573932523	0.73098934	-0.613038314	1.471115163	0.304913385	1.909542141	1.474660911	0.431737072
ENSMUSG00000044080	S100a1	-1.010785905	-0.945809365	-0.820266123	-1.222132238	-1.892649159	-0.48687049	-0.788121607	-0.843581638	0.467003864	-0.180767051	-0.049221344	0.533212052	0.279148125	0.940414287	0.234872414	0.299959336	1.150133667	0.850919996	1.706584577	1.777956602
ENSMUSG00000044103	Il1f9	-0.161035836	0.270445206	-0.202675038	-0.934677864	-0.872549257	-1.18110999	-1.058564645	-2.017052646	-0.151073167	-1.060755321	0.28396414	0.635795694	-0.171055689	1.063944669	1.117684016	0.076832366	0.559259138	0.925769023	0.637309429	2.239545773
ENSMUSG00000044167	Foxo1	-1.014126857	0.161490715	0.788288001	-0.153779986	-0.770503376	-1.768698252	-0.284006326	-2.009950847	-1.139703363	-0.955547285	0.384852831	0.932077229	0.479317442	0.830537331	0.896547197	-0.064112269	0.820720621	0.103767847	1.363973599	1.398855749
ENSMUSG00000044197	Gpr146	-0.944237536	-0.455146701	-0.289076562	-0.932485	-0.871059095	-1.277646815	0.321890148	-0.615233075	-2.379792223	-0.28813827	0.476301095	0.709078079	0.592327491	1.078770379	1.22846485	0.080641526	0.217715893	0.429392435	1.260651953	1.65758143
ENSMUSG00000044206	Vsig4	-0.176509183	-0.600078722	0.546760799	-0.411280375	0.116709509	-0.802505953	-0.770520732	-1.6989494	-1.643819782	-0.927906579	0.086706212	-0.261009526	0.31288998	-0.059773882	-0.629214084	1.286839429	1.670756044	1.674948937	1.119895538	1.166061771
ENSMUSG00000044303	Cdkn2a	-0.339557871	-0.15020086	-0.092016484	-0.073002347	-0.252337974	0.833578872	0.854470359	0.20836746	0.171663243	-1.196641013	-2.042451653	-1.149477368	-1.229411081	0.268490109	-1.200012765	0.358848191	0.563892732	1.098226529	1.771152966	1.596418956
ENSMUSG00000044339	Alkbh2	-1.245294366	-0.841123623	-0.971215978	0.044311037	-1.335687648	-0.178058523	-0.13729373	-1.113009556	0.786508965	-2.193454193	-0.182353728	0.64591237	1.081164912	0.293418247	0.921528735	0.461681658	0.583715388	0.830972284	0.922461309	1.625816441
ENSMUSG00000044349	Snhg11	0.06871051	-0.260216311	0.578813824	-0.137408749	0.735502727	-0.121893035	-0.73083438	-0.904868255	-1.538408707	-1.469920745	-0.351794238	-2.132297555	0.158433004	-0.033601411	0.315855397	0.703750209	1.260874512	1.056522341	1.726980957	1.075799905
ENSMUSG00000044350	Lacc1	-0.682510249	-0.339928454	0.559572172	-0.218533579	-0.07758317	-1.571849992	-0.917516237	-1.313133693	-2.226821601	-0.645627434	0.102607841	0.519681216	0.293420033	1.29565507	0.492911324	0.591759021	0.492377754	0.758768208	1.532555465	1.354196304
ENSMUSG00000044367	Slc16a13	-0.858185742	-0.286874907	-1.086966988	-0.834540861	-0.099009217	-0.073846411	-1.027103813	-1.932997399	-0.213204784	-1.505849384	1.43760945	1.251946514	0.706186018	0.553230671	-0.229464407	1.009966669	0.770340322	1.275884233	-0.060072352	1.202952389
ENSMUSG00000044469	Tnfaip8l1	-0.32250693	-0.052684972	-0.837043961	0.552834961	-1.008083986	-0.273714966	-0.820203953	-2.428670504	0.065964508	-1.885795352	1.016111654	1.25739621	0.596890769	0.55583598	0.195402078	0.784909901	-0.156374515	1.143244432	0.592563482	1.023925163
ENSMUSG00000044646	Zbtb7c	-0.614313727	-0.351304005	-0.618728464	-0.636791672	-1.056053726	-0.898001102	-1.386497214	-1.718025485	-0.57488064	-1.22532007	0.952661502	0.697647164	0.846733802	1.366145133	0.646715727	0.605537481	0.542973945	1.03148713	1.425184873	0.964829348
ENSMUSG00000044712	Slc38a6	-0.417684462	-0.487850312	-0.160278849	-1.200878373	-0.352552882	-1.42545682	-1.146135918	-1.078611669	-1.591224463	0.563656098	0.198491136	-0.886540988	0.891479601	1.243557112	0.986796768	0.584205702	0.600187681	1.352542767	1.523546408	0.802751463
ENSMUSG00000044768	D1Ertd622e	-1.068965089	-0.848977905	-1.090584488	-0.631911112	-0.820355653	-1.197417095	-1.034788991	-0.587121963	0.214116967	-1.518153379	0.29785311	1.316878654	0.855646731	1.298550104	1.63392663	0.039903503	0.531374485	0.547068268	0.868936622	1.1940206
ENSMUSG00000044786	Zfp36	-0.683976487	-0.768509816	-0.476356932	-0.300694535	-0.074605509	-1.829562611	-1.150812305	-1.24580398	-1.047840947	-0.6615733	0.098608557	0.428012245	0.779382435	0.756646112	1.791093153	0.050721127	0.724476625	0.727779937	1.260611875	1.622404355
ENSMUSG00000044986	Tst	-1.870923161	-1.786026717	-0.088356301	-0.127010473	-0.804089931	-0.874401368	-0.03201215	-0.816387283	-0.531665878	-1.234967332	0.257716101	0.672525339	0.446187158	1.254304666	1.546535206	0.821888209	0.316079888	0.580186107	1.018828798	1.251589124
ENSMUSG00000045103	Dmd	-1.781878203	-0.773333072	0.280211477	-1.654036258	-0.945726249	-1.844174635	0.471763962	0.529569258	-0.065830053	-0.315170265	0.660820043	-0.4983713	-0.263814274	0.477470802	0.898268543	0.536151322	0.305677548	1.431549794	1.13888053	1.411971031
ENSMUSG00000045287	Rtn4rl1	-1.831746579	-0.71084889	-0.828947652	-0.991924797	-1.307631305	-0.528970822	-0.84036573	-0.98788944	-0.443451369	-0.531664783	1.243516657	0.809470211	0.962568113	1.499085915	1.072608329	0.717805566	0.745879516	0.129671801	1.055540077	0.767295183
ENSMUSG00000045294	Insig1	-0.780612178	-0.424505274	-0.926801771	-1.148123323	0.016867407	-0.134146838	-0.590982805	-0.66440138	-1.542452284	-1.601785313	0.363508049	0.384903713	1.016060318	1.446440891	1.536673107	-0.284855475	-0.231524779	0.886079677	1.378915277	1.300742978
ENSMUSG00000045312	Lhfpl2	-0.149144973	-0.27964249	-0.294616592	-0.750139956	-0.51762729	-0.517386808	-1.01380794	-1.451351799	-2.154336173	-1.299651798	0.827372461	0.512223046	0.637493549	1.461516477	0.759703364	0.778064544	0.503720277	0.448872564	1.27152914	1.227210395
ENSMUSG00000045404	Kcnk13	-0.383211247	-0.604140837	-0.099398286	-0.478413637	-0.72569728	-0.977325875	-0.956701673	-1.26941804	-1.885247965	-1.423406669	0.744997122	0.742861395	1.009313066	1.208408058	1.207935445	0.452535835	0.291378359	0.928885796	1.165068334	1.051578096
ENSMUSG00000045441	Gprin3	0.102925805	-0.584431715	-0.208277345	-0.942766215	0.05868455	-0.454861264	-1.670398951	-1.561574298	-2.200233818	-0.35323975	1.434012769	0.838327731	0.716125147	0.237871395	1.206825247	0.978853191	0.700057374	0.840351829	0.431110617	0.430637704
ENSMUSG00000045725	Prr15	-0.467000171	-1.380201428	-0.529263806	0.325344941	-0.960796472	-0.609923427	-0.743064911	-1.351621346	-2.00893613	-0.426684886	0.630918659	1.561643313	0.719089386	0.961044513	-0.023766344	1.10830214	1.294826213	1.006851361	0.487202726	0.406035668
ENSMUSG00000045730	Adrb2	-1.202792701	-1.008166148	-0.984194937	-0.962566927	-0.220976744	-0.89872062	-0.705316656	-0.524491962	-1.003623042	0.206761582	0.656798515	-1.340983736	0.838547946	0.974225389	0.799602172	0.944780198	0.077430045	1.345119844	1.826508954	1.182058829
ENSMUSG00000045763	Basp1	-1.498302833	-1.358032598	-1.575310476	-1.35151509	-0.901829581	-0.539873381	0.132811483	-0.520810579	-0.213132914	0.148273749	0.650209669	0.595294056	0.770809481	1.878809457	1.34499582	0.139285145	0.093203263	0.012937656	1.107860058	1.084317615
ENSMUSG00000045795	Whamm	-0.341268074	-1.484541435	-1.330766545	-0.535126006	-1.032677134	-1.60264205	0.805098974	-0.604776511	-0.446036652	-0.627435137	1.263483436	-0.156555909	0.769924013	1.062420457	0.766614067	-0.420998938	0.482378058	1.105608914	1.908750767	0.418545708
ENSMUSG00000045827	Serpinb9	-0.972729385	0.328450373	-0.284701608	-0.957560992	-0.465322332	-1.412270364	-0.961482649	0.016085224	-2.304160814	-0.794135306	0.686170959	0.553523551	0.574691696	1.141085228	1.235561192	1.162638886	0.479217958	0.59493399	-0.03411239	1.414116783
ENSMUSG00000045968	Teddm2	-0.352933231	-1.084408469	-1.776160701	-0.195758577	0.01158806	-1.87585922	-0.578728003	-0.187810267	-0.791057064	-0.398580166	0.703339561	-0.905237165	0.798971692	1.44361781	0.342733658	1.212658907	0.269200225	0.636646663	1.434256332	1.293519956
ENSMUSG00000045973	Slc25a51	-0.628169813	-1.245335937	-0.06355311	-0.876603636	-0.519750065	-1.206183488	-0.572865488	-0.390439672	-0.989412022	-0.741280292	-0.076779707	-0.033974541	1.330342263	2.414660655	0.680595374	-0.104486545	-0.51424513	1.045910875	1.200583143	1.290987138
ENSMUSG00000045975	C2cd2	-1.327478026	-0.038345384	-0.795694619	-0.625732748	-1.120540723	-0.776088918	-0.534946487	-0.80633525	-1.233785237	-1.689376022	0.904205501	0.738240244	0.732486222	1.2103671	0.736122602	0.584873146	0.330789039	1.004888868	1.429723368	1.276627323
ENSMUSG00000045999	NA	0.070327212	-0.235740075	0.372120856	-0.53366114	-1.141555082	-0.613671857	-0.90137707	-1.577564744	-2.417799314	-0.82949885	0.964444584	1.328419178	0.226766229	0.910772028	0.38315698	0.813204946	0.739861441	0.580903913	0.905287507	0.955603259
ENSMUSG00000046027	Stard5	-0.870878669	-0.728216395	-0.057319842	-0.522977389	-0.735588841	-0.171673661	-0.684508167	-1.331555049	-1.135259776	-2.185734492	0.380191537	0.853470306	0.756549822	1.190715183	0.45708281	0.218099795	0.79648749	1.123780257	1.455939307	1.191395776
ENSMUSG00000046079	Lrrc8d	-0.758640155	-1.24151107	-0.247425881	-1.619257309	-0.545797802	-1.161740948	-0.174534226	-1.650586588	-1.225048741	1.103839726	0.876966053	0.685222522	1.068310405	0.975584377	0.337318817	1.386702677	0.470224678	0.946264096	0.770284486	0.003824884
ENSMUSG00000046410	Kcnk6	-0.637822026	0.928952034	-1.743832552	-0.389493044	-0.629766933	0.356930259	-1.216515008	-1.035062036	-1.975813788	-0.68978586	0.655858755	0.612062142	1.674295302	0.826287096	0.302328427	0.404537536	0.378824506	0.951434709	1.21985314	0.00672734
ENSMUSG00000046519	Golph3l	-0.565436845	0.253904576	-0.242778583	-0.237428994	-0.539108293	-1.496008907	-1.693966466	-1.459337143	-1.629937111	-0.489091384	0.251201563	1.12516425	0.823852062	1.223792251	0.863509395	0.269162658	0.655323925	1.488491553	0.444485385	0.954206106
ENSMUSG00000046598	Bdh1	-0.027544265	0.808400753	-0.131654476	-1.114726111	0.105423554	0.208127398	-1.765885994	-1.890151724	-0.577692664	-1.90972988	0.168377363	-0.001246028	0.188209162	0.765798624	0.230498597	0.919903918	0.44961384	0.803265115	1.633808924	1.137203894
ENSMUSG00000046688	Tifa	-0.935631143	0.078845134	-0.347031296	-1.447913696	-0.566314841	-0.559695949	-1.823108644	-0.592141577	-0.435865625	-1.53052309	0.779445244	1.222776803	0.534397141	1.115865871	0.266260367	0.493590601	1.511825481	1.461680224	0.82914748	-0.055608485
ENSMUSG00000046727	Cystm1	-0.821657365	-1.317001824	-0.976474994	-1.227727978	-1.097494543	-0.445708927	-0.539407002	-1.16539052	-0.642608835	-1.018611245	0.774354158	0.809877962	0.908557081	1.509876607	0.533279268	0.855788584	0.418362572	0.894069417	1.39434364	1.153573943
ENSMUSG00000046805	Mpeg1	-0.211062898	-0.072815194	-0.405047774	-0.68781994	-1.015971528	-1.631966766	-1.894225651	-0.824107336	-1.057232592	-0.662015104	0.582393777	1.252118442	0.589699218	1.094959291	0.717004554	0.331613412	1.349460141	0.234708829	0.862227988	1.448079131
ENSMUSG00000046834	Krt1	-1.395688863	-0.602324758	-0.84134302	-1.286272107	-2.244481625	-0.432311151	-0.495023392	-0.034252813	-0.515870476	-0.570536265	0.891005585	0.86483081	1.157441447	1.060348409	1.066635111	0.436736517	0.117669173	0.926760437	0.588649262	1.308027718
ENSMUSG00000046841	Ckap4	-0.750316996	-1.025853763	-0.047583152	-0.7644716	-0.438482657	-1.424215141	-1.728186314	-1.080232096	0.151240945	-1.319030287	0.962665496	1.258366548	0.764411626	1.683180897	0.250539267	1.013405862	0.453893269	0.500632313	0.794153484	0.745882299
ENSMUSG00000046879	Irgm1	-1.051816818	0.289865071	-0.426713269	-0.705479119	-1.372554553	-1.479117801	-1.403818533	-0.450662564	-0.806997536	-0.959376314	0.826605972	1.555391562	1.13808648	1.390124977	0.389692265	0.484671194	1.448431383	0.168060803	0.441834022	0.523772778
ENSMUSG00000046997	Spsb4	-0.970897303	-1.300701506	-0.674152905	-0.187187979	-0.480399882	-1.300701506	-0.60784431	-0.805498201	-1.300701506	-1.300701506	0.500705945	0.354423056	0.869904644	1.685377131	1.05013376	0.592132346	0.544431352	1.082842415	1.376325216	0.872510737
ENSMUSG00000047090	Tmem198b	-1.098721527	-0.374895253	-0.527610733	0.177229416	-0.33618181	-2.801238812	-0.060253096	-0.929002544	-0.85191936	-0.335298005	1.707553357	1.059496152	1.079175084	0.485553514	0.419317914	1.155459165	-0.031310947	0.781799393	0.228310847	0.252537242
ENSMUSG00000047139	Cd24a	-0.122375741	0.978724312	-0.583354753	-0.449876981	-1.423886597	-0.690283316	-2.219895667	-1.955583493	-0.054156116	-0.019705716	0.243941901	0.999944021	0.748447069	0.954730979	-0.091214119	0.253602235	1.130597208	1.158605167	0.988486411	0.153253195
ENSMUSG00000047180	Neurl3	-0.972077985	0.245855129	-0.745864307	-0.178630974	0.275532001	0.083304915	-1.471704157	-0.889316455	0.145379034	-2.86691205	1.020964569	0.410102733	1.541898401	1.158442665	0.451497432	0.117211666	0.192648084	0.858969867	0.240563025	0.382136405
ENSMUSG00000047246	Hist1h2be	-1.146295339	-0.33265439	-1.067299483	-1.033833042	-1.102795643	0.43687914	-0.16125164	-0.085886998	-1.218679138	-0.66002186	-0.651140918	-0.20915649	1.229967553	1.757304285	0.653485764	0.750300912	-0.877667098	1.854195024	0.95378847	0.910760889
ENSMUSG00000047250	Ptgs1	-1.09941303	-0.371739856	-0.915522004	-0.844162733	-1.123637395	-0.745617661	-0.847557526	-1.202272264	-0.963702104	-1.283357306	0.803912961	0.778959473	1.125107219	1.466446903	0.87983375	0.633589297	0.615117823	1.032496373	1.285696128	0.775821953
ENSMUSG00000047368	Abhd17b	-0.546677605	0.026064524	-0.852547216	0.381211739	-0.80228639	1.013386074	-1.016294489	-1.776069983	-1.732780874	-0.666793334	0.480888587	1.040299766	1.826291106	1.315774379	1.152335809	-0.023431133	0.09340822	0.738811188	-0.480570126	-0.171020242
ENSMUSG00000047407	Tgif1	0.130160733	0.001614947	-0.281308389	-0.693079569	-0.083923483	-1.509741796	-1.177125895	-1.472137847	-1.413472304	-0.831781756	-0.022934998	-0.687023614	0.796757703	0.941615416	1.73648415	0.535809759	0.542182386	0.825124222	1.133693553	1.529086784
ENSMUSG00000047592	Nxpe5	-0.062722701	-0.246217132	-0.635262143	-0.44748062	0.035586665	-0.15823254	-1.699509862	-1.699509862	-1.04658579	-1.699509862	1.00509628	-0.14545027	-0.185056496	1.533109926	0.888671411	0.789766823	1.188238	1.020547277	0.920454398	0.644066496
ENSMUSG00000047731	Wbp1l	-0.832442471	-0.959783932	-0.839046371	-1.279191002	-0.729416421	-0.432978407	-0.190252603	-1.542668345	-1.292771784	-0.714662094	1.044549473	0.867635976	0.220807675	0.634359095	0.634517624	1.324080636	1.024562222	0.645917556	1.875392975	0.5413902
ENSMUSG00000047821	Trim16	-0.933730303	-0.252011944	0.381421668	0.276872812	-0.200160411	-1.196503113	-0.97499087	-1.995167944	-1.490365154	-1.281531767	0.557671049	1.076159203	1.147016321	1.064009225	0.548153303	0.484025361	0.054248428	0.943403904	1.455522958	0.335957275
ENSMUSG00000048078	Tenm4	-0.136088396	-0.040533502	-0.412792039	-0.67883041	-0.423209345	-1.431119708	-1.431119708	-1.431119708	-1.431119708	-0.680932275	1.351060993	0.672383731	1.067667064	1.843042286	1.200196011	0.707039655	0.069357549	0.644122445	0.581075767	-0.039080701
ENSMUSG00000048126	Col6a3	-0.39040188	-0.322199581	-1.008008919	-0.78001426	-1.021616703	-2.262406679	-0.620601921	-1.186889412	-0.63578356	-0.516852866	0.552407963	0.591598015	0.844099686	0.988604147	1.054741813	1.184985953	0.369364886	0.721589367	1.182120404	1.255263548
