ensembl_gene_id	gene_name	SC024_T1_N_AMR_R1	SC025_T1_N_AMR_R2	SC026_T1_N_AMR_R3	SC027_T1_N_AMR_R4	SC028_T1_N_AMR_R5	SC001_T1_N_AMR_R1	SC002_T1_N_AMR_R2	SC003_T1_N_AMR_R3	SC004_T1_N_AMR_R4	SC005_T1_N_AMR_R5	SC011_T3_F_AMD_R1	SC012_T3_F_AMD_R2	SC013_T3_F_AMD_R3	SC014_T3_F_AMD_R4	SC011_T3_F_AMR_R1	SC012_T3_F_AMR_R2	SC013_T3_F_AMR_R3	SC014_T3_F_AMR_R4
ENSMUSG00000030605	Mfge8	-0.624143746	-0.348676291	-0.669916822	-0.903883392	-0.73283177	-0.917631833	-0.901489842	-0.909128844	-1.039769118	-1.048708894	1.364586993	1.888371719	1.307327599	1.052142411	0.308439588	0.953835654	0.4907773	0.730699287
ENSMUSG00000030695	Aldoa	-0.40428753	-0.378471374	-0.609552246	-0.726575404	-1.271140424	-0.111361236	-0.572240554	-0.967889191	-0.141014665	-2.063754636	1.358317619	1.713841323	0.581617721	0.332434524	0.627347083	1.311626344	1.11041465	0.210687999
ENSMUSG00000030751	Psma1	-0.942301911	-0.820023756	-0.678076074	-0.331259016	-0.795956674	-0.195998811	-1.376621496	-0.633299908	0.925000053	-0.488310221	0.79120254	0.768071034	2.085662883	2.239132188	-0.067987752	-0.464844517	-0.068329137	0.053940576
ENSMUSG00000030754	Copb1	-0.117331424	0.291425944	-0.170180224	-0.091583022	-0.978526375	0.137704798	-0.329783207	-0.079658642	0.672528457	-1.228995252	1.154020298	0.776240764	1.720943419	1.808065335	-1.687175496	-1.052378467	0.408912613	-1.234229518
ENSMUSG00000030760	Acer3	-0.817251987	-0.213819817	-0.760115142	-0.599100596	-1.11116005	-0.397350513	-1.102018044	-0.896213153	-0.373719433	-1.791791316	1.000310819	1.274904255	1.159340076	1.185861297	0.432186255	1.00729362	0.945464271	1.05717946
ENSMUSG00000030786	Itgam	-0.021267014	0.155839106	0.470884191	0.42458981	0.202721994	-1.418672801	-1.738530088	-1.207661096	-1.248656158	-1.201748767	1.395637712	1.480601454	1.277487724	1.074306759	0.143046312	-0.023264866	-0.056744563	0.291430293
ENSMUSG00000030805	Stx4a	-1.135831865	-1.204105509	-2.016355477	-0.503206817	-0.57492812	-0.27146972	-0.215971573	-0.461245035	0.080131802	-0.793690721	1.375598301	1.520204344	0.936568267	1.254422099	-0.229145181	0.808792348	0.356193022	1.074039834
ENSMUSG00000030824	Nucb1	-0.995806905	-0.841981468	-1.576661268	-0.848541851	-1.298181652	-0.21567288	-0.552357517	-0.524600201	-0.447360155	-0.667483262	1.519498021	1.515997265	1.0251143	1.181605574	0.666817719	0.529672096	0.459963518	1.069978666
ENSMUSG00000030826	Bcat2	-0.734226125	-0.824655321	-0.37183633	-0.725377267	-1.315413241	0.154778303	0.23147019	-0.126688869	-0.592236457	-1.926619423	1.579357959	2.20055287	0.873522377	0.638012646	0.196136168	0.458316337	0.608233567	-0.323327385
ENSMUSG00000030842	Lamtor1	-0.401212665	-0.213297404	-0.812628972	0.22449388	-1.404111666	0.714253958	-0.404806407	-1.082144319	-0.164136768	-1.586602682	1.922323814	1.69744165	0.822294085	0.676774695	-0.912227776	0.969095359	0.322758325	-0.368267106
ENSMUSG00000030844	Rgs10	-1.598925029	-0.02386596	-0.137676025	-1.033719332	-1.619029857	-0.246474924	-0.703775317	0.081014418	0.682784428	-0.943047095	1.865710792	1.382580047	0.317667659	1.73116326	0.380609166	0.115744799	-0.386140717	0.135379687
ENSMUSG00000030847	Bag3	-0.494928773	0.654470352	-1.88766863	-1.286141338	-1.225655406	-0.34383597	-0.495053535	-0.062372824	-1.382474897	0.04951897	1.346500523	0.963510551	1.309589876	1.138139829	1.167718538	0.046910705	0.04755003	0.454221998
ENSMUSG00000030872	Gga2	-0.77822134	-0.434106598	-0.690781533	-0.581873945	-0.989179473	0.743045601	-0.148763899	-0.306198634	-1.536627872	-1.574058647	1.089676623	1.49153768	0.352582367	-0.014697447	-0.197343137	2.018946574	0.923690427	0.632373254
ENSMUSG00000030876	Mettl9	-0.356878332	-1.238978859	-0.378886282	-0.883075241	-0.783862827	-0.858149287	-1.873677238	-0.220783529	0.58828117	-0.564743291	0.482500018	0.849893558	-0.029204651	0.141780808	1.094731042	2.199983456	1.187618288	0.643451197
ENSMUSG00000030956	Fam53b	-1.732442283	-0.391797777	-1.368521279	-1.068982478	-0.855255384	0.089946969	-0.823497134	-0.898129781	0.048561093	0.850458899	0.609927547	1.051716307	1.29531846	1.117546466	-0.653202209	1.236560445	0.295211443	1.196580694
ENSMUSG00000030980	Knop1	-1.192975266	-0.248210894	-1.158061574	-0.078454071	-0.314010094	-1.237130311	-1.433326053	-0.88613266	-0.092633504	-0.218514916	1.539450569	0.710369779	2.16345458	1.256914389	0.52635091	-0.004798743	0.39699503	0.270712826
ENSMUSG00000031098	Syt8	-0.574340264	-0.549894648	-1.675777718	-0.76846529	-0.252322924	-1.248053979	-0.86387208	-0.997639556	-0.164735101	-0.272576878	0.366338831	1.383705539	0.947373553	1.159342322	-0.301820042	1.632611691	0.888507269	1.291619276
ENSMUSG00000031149	Praf2	-0.143358099	0.04338626	-1.48648781	-0.759831173	-1.105667564	-1.094207966	-1.442568721	-0.381542038	-0.530516016	0.144097929	0.399178638	1.242066194	2.114326783	1.104881772	0.541314377	-0.22441352	1.149002799	0.430338157
ENSMUSG00000031266	Gla	-0.829800358	-0.507451445	-1.101853353	-0.856535483	-1.657580043	-0.189027737	-0.714800374	-0.658559268	-0.688172717	-0.776082985	0.638065822	1.765087327	0.687008438	1.170181066	0.630607088	1.510430214	0.707006848	0.87147696
ENSMUSG00000031304	Il2rg	-0.697742204	-0.657680975	-1.045320956	-1.030311043	-0.927182767	-0.895111726	-0.372932642	-0.6522288	-0.355438382	-0.292671219	1.817915586	1.170657939	0.912964424	1.089645967	1.973842231	-0.585934062	-0.175486582	0.723015211
ENSMUSG00000031349	Nsdhl	-0.186340064	-0.724103394	-0.313060251	-0.521143807	-0.964203958	-0.50454138	-1.870349781	-1.543212019	-0.274545798	-0.351514715	1.105479202	1.611574467	1.377927543	0.744170293	0.830794465	1.12439127	-0.25905381	0.717731735
ENSMUSG00000031392	Irak1	-0.309258829	-0.365743074	-0.644041506	-0.388889671	0.232179533	-1.736157097	-0.953998633	-1.648908207	-0.603003842	-0.498402134	0.571036057	1.129653256	1.359019549	1.966404423	1.079521979	0.243163043	-0.027757157	0.595182311
ENSMUSG00000031438	Rnf128	-0.857133873	-0.83095873	-0.72232066	-0.870756063	-0.784620189	-0.765041169	-0.917613251	-0.917936492	-0.725369372	-1.00612768	1.037108181	1.669120941	1.109515095	1.217152222	0.35409208	1.238341836	0.703244632	1.069302492
ENSMUSG00000031442	Mcf2l	-1.399889449	-0.357551518	-1.493874756	-0.448220195	-0.369047143	-0.560053363	-0.525904841	-0.753902197	-1.24125429	0.549604258	1.701722691	1.458338598	1.040463404	1.088299026	0.161205303	1.411483202	-0.143238708	-0.118180021
ENSMUSG00000031447	Lamp1	-0.897169798	-0.433776144	-0.698850058	-0.636959955	-1.694607493	-0.896685024	-0.988601402	-0.684541831	-0.02204222	-1.095211259	0.963398502	1.522035022	0.845660373	0.522396195	0.997041234	1.274545259	1.174023727	0.749344872
ENSMUSG00000031453	Rasa3	-1.06304417	-0.122871477	-0.951970279	-0.871618793	-1.02845576	-0.596027327	-0.796644057	-1.098851903	-0.703894356	-0.707257877	0.999688466	1.854797465	1.164188504	1.149048229	0.097663301	1.420241405	0.561699916	0.693308713
ENSMUSG00000031506	Ptpn7	-0.47281629	0.164212964	-1.017414546	0.156523289	-0.716682094	-0.163183461	-1.422785935	-1.245141427	-0.550521135	-1.780022303	1.794075328	1.083106952	1.23374173	0.372713728	0.991038621	0.832889338	0.145838903	0.594426339
ENSMUSG00000031511	Arhgef7	-0.88923865	-0.844512139	-0.407923177	-0.650336493	-0.596110432	-0.512128651	-0.554283695	-1.093376002	-0.888816321	-0.199724969	1.66051474	2.378632964	0.493792988	0.634540713	0.368880529	1.591934851	-0.47345597	-0.018390284
ENSMUSG00000031555	Adam9	-0.680928894	-0.924649361	-0.687172052	-0.759552681	-0.626025369	-0.734472408	-0.530241379	-0.573184661	-1.547040665	-0.765985033	1.311902683	1.726200312	0.525698329	1.060664272	0.418261421	1.7245126	0.146255781	0.915757104
ENSMUSG00000031563	Wwc2	-0.698233087	-1.532048872	-0.61972236	-0.66269988	0.493823043	-0.999463753	-0.636060888	-1.657464767	-0.833748341	-0.177491039	1.507138751	1.362042918	0.928999818	0.46933439	0.137923795	1.291349826	0.843726654	0.782593794
ENSMUSG00000031604	Msmo1	-0.301010317	-0.430077312	-0.699348377	-1.064282556	-0.786673243	-0.184993273	-0.962763958	-0.801946213	-0.709991823	-1.247298972	1.449862365	1.744917118	0.988809662	0.060365784	0.34830036	2.098062458	0.397775136	0.100293161
ENSMUSG00000031722	Hp	-0.619310839	-0.628259714	-0.196817104	-0.652465496	-0.910990233	-0.482552449	-0.870900504	-1.001410877	-0.974911013	-1.301234588	1.71936673	1.86573417	0.942833553	0.656812937	0.747534236	1.386226275	0.147607838	0.17273708
ENSMUSG00000031740	Mmp2	-1.337196082	-0.355503695	-1.274596462	-0.095783943	-0.768189584	-0.766073912	-0.890758978	-0.595489886	-1.042755136	-0.259657057	1.589105013	1.842913243	1.2590756	0.649368536	1.035110932	0.580414155	0.735883506	-0.305866251
ENSMUSG00000031749	St3gal2	0.038272258	-0.463480951	-0.931356523	-0.39385496	-0.71196039	0.276485234	-0.999602329	-1.052685577	-0.261449159	-1.902452283	2.07802306	1.448866244	1.518824453	0.686385545	0.131509823	0.13754771	0.012210996	0.38871685
ENSMUSG00000031782	Coq9	-0.992413025	0.378009464	-0.558689379	-0.411944058	-0.698389252	-0.183254939	-0.56348044	-0.084416644	-1.611113047	-0.906738725	1.346534839	2.133038727	0.871367783	1.56949304	-0.987298908	-0.211616279	0.686265384	0.224645458
ENSMUSG00000031803	B3gnt3	-0.695114298	0.722885823	-0.632573773	-0.728493909	-0.903138556	0.011137782	0.043861676	-1.315538169	-1.596094584	-0.850364121	1.498097729	0.183090576	-0.656079747	-0.121866696	1.213212944	1.17826127	1.047528077	1.601187976
ENSMUSG00000031805	Jak3	-0.661240215	-0.07080906	-0.716039559	-0.798970632	-0.096457583	-0.730792388	0.179556766	-1.147824935	-1.198189722	-0.791882178	1.059754706	1.658896829	-0.185455849	0.504294422	0.915241159	2.129937121	-1.002650869	0.952631987
ENSMUSG00000031808	Slc27a1	-0.401430281	-1.218490054	-0.278477468	0.017217358	0.259363371	-1.156849711	0.29925847	-0.765354331	-1.36735782	-1.632731981	1.193119432	1.989046555	0.587630176	1.35735185	-0.40440898	0.523524324	0.778710975	0.219878115
ENSMUSG00000031824	6430548M08Rik	-1.149790015	0.314774522	-0.925179104	-0.638790536	-0.808646826	-0.761966771	-1.034604354	-1.167512613	-0.571093189	-0.995229299	1.032975456	1.770580614	0.658271973	0.802316122	0.117550934	1.372406381	0.687075408	1.296861297
ENSMUSG00000031834	Pik3r2	-0.52083948	0.011835863	-0.699173025	-0.44950159	-0.442922586	-0.392963018	0.046444525	-1.815432921	-1.149306453	-0.617877832	2.580012591	1.33204606	0.225144284	0.140976502	-0.404338278	0.907461793	0.166606933	1.081826631
ENSMUSG00000031875	Cmtm3	-0.670408765	-1.020017907	-0.168470772	-0.353200937	-0.508142573	-0.71255143	-0.419794889	-0.863262386	-0.710595232	-1.108044307	1.870383466	1.195614378	0.694308306	0.100163262	2.440341761	0.577338638	-0.462796364	0.119135753
ENSMUSG00000031924	Cyb5b	-0.51202631	-0.428663371	-0.595769217	-0.542709049	-0.861306819	-0.790366154	-1.170357086	-0.488460361	-1.095576526	-0.781017562	1.160246073	2.028547007	0.606133142	0.652842277	0.091155178	2.141723466	0.514093434	0.071511879
ENSMUSG00000031925	Maml2	-1.872930599	0.315896535	-0.864321733	-1.35001865	-1.060130486	-0.032016174	-0.832845455	-0.902262377	0.400060977	-0.28448892	-0.302966381	0.963765458	1.045085041	1.111655458	0.527963666	0.935259344	0.386295509	1.815998787
ENSMUSG00000031958	Ldhd	-0.385731688	-0.431622967	0.180580866	-0.836162671	-0.468802946	-0.688006214	-0.946893078	0.012847026	-1.105394273	-2.429896074	0.887420727	0.846920327	1.524102819	1.183889197	0.561304983	0.326084967	0.862764393	0.906594605
ENSMUSG00000031983	2310022B05Rik	0.390063322	-0.389335365	-0.336339996	-0.658970641	-0.056085704	-0.095485198	0.060604363	-1.176992671	-2.258530704	-1.564907153	1.613609162	1.523016105	0.906900402	-0.033663228	0.59892308	0.361229028	0.969662155	0.146303042
ENSMUSG00000031995	St14	-1.570212613	-1.254193417	-0.298264253	0.127465997	-0.618772354	-0.509453148	-0.001000065	-1.366792096	-0.698865022	-0.180274673	0.76542097	1.842519669	0.735041908	0.683751358	-0.774836895	1.853074074	0.658719674	0.606670886
ENSMUSG00000032018	Sc5d	-0.394795302	-0.159183966	-0.325554708	-0.553224464	-0.478018606	-0.729443814	-1.104744165	-1.125110278	-0.972919815	-1.442131976	1.303015168	1.715893834	1.022400915	0.841919414	0.809764552	1.576699082	-0.537912685	0.553346816
ENSMUSG00000032120	C2cd2l	0.069627053	0.390162017	-0.738254632	-0.384059955	-0.145552272	-0.85438292	-0.40804586	-1.849506176	-1.493502578	-1.158151747	1.905122651	1.210857271	0.055224537	0.390952978	0.236052073	0.499489251	0.915658055	1.358310257
ENSMUSG00000032122	Slc37a2	-0.763435835	-0.457074501	-0.334277945	-0.583564243	-0.445068082	-1.49407815	0.147325687	-0.910520803	-1.151811164	-1.430084619	0.5407755	1.319291492	0.869138124	1.975403628	0.332068869	0.295213602	1.166842078	0.923856363
ENSMUSG00000032131	Abcg4	-0.806329139	-0.211224327	0.137508859	-0.500885865	-0.679587139	-0.388106072	-2.133060375	-1.120879142	-0.279044122	-1.062000736	1.581130297	0.73187928	0.446761639	1.384083739	1.226810376	0.043714604	0.353171428	1.276056695
ENSMUSG00000032193	Ldlr	-0.462232523	-0.386087809	-0.509799947	-0.889883774	-0.08300084	-0.07072667	-0.653996109	-1.085413125	-1.06902543	-0.761209826	1.935905543	2.071805622	0.825255333	0.227992892	0.266137277	1.662456585	-0.753464502	-0.264712695
ENSMUSG00000032271	Nnmt	-0.893256021	-0.893256021	-0.249532597	-0.893256021	-0.893256021	-0.893256021	-0.586789608	-0.261953914	-0.893256021	-0.893256021	1.74989376	1.822241035	1.471086922	1.076477648	-0.002420406	1.031834197	-0.17176346	0.373718572
ENSMUSG00000032280	Tle3	-1.100610267	-0.970988533	-1.109132255	-0.497790745	-0.853873083	0.189507954	-0.030120758	-0.046020399	-1.190571111	-1.102548342	0.412393322	2.31874574	0.773251862	0.330259217	-0.084186225	1.482773201	1.194332617	0.284577802
ENSMUSG00000032320	Rcn2	-0.393814701	-0.04464581	-1.372275828	-0.376921273	-1.370626454	-1.167007987	-0.74129022	-1.021878972	0.081229408	-0.973466859	0.651996023	1.728192823	1.574284288	1.095667002	0.451843381	1.225581243	0.228874559	0.424259378
ENSMUSG00000032322	Pstpip1	-1.103724882	-0.428750619	0.114789903	-0.450812262	-0.64382719	-0.673186808	-0.805645513	-0.823478127	-1.559023815	-1.251589934	1.24004968	1.736204496	1.293123295	1.183622564	0.222532464	0.952143426	0.263505075	0.734068245
ENSMUSG00000032324	Tspan3	-0.978347462	-0.951190376	-0.596677563	-0.755659999	-0.392782422	-0.94949113	-0.409781174	-1.124512838	-0.872101611	-0.426840208	1.467222528	2.089976851	1.382634218	0.971899759	-0.215541122	0.967150315	0.166900433	0.627141801
ENSMUSG00000032342	Mto1	-0.542862434	0.48335467	-0.483649986	-0.750762653	0.086541509	0.047083854	-0.845894617	-1.139457014	0.009552941	-1.809881324	1.77117011	0.946240383	1.384939669	1.842766858	-0.983432724	0.11422097	-0.206120183	0.076189973
ENSMUSG00000032359	Ctsh	-0.197349609	-0.725460179	-0.85716092	-0.408712215	-1.352157184	-0.080241393	-0.998769468	-0.246561685	0.330175206	-1.441657632	1.992238706	1.196997261	1.938337861	1.092181097	0.183591087	-0.120745416	-0.097771092	-0.206934425
ENSMUSG00000032375	Aph1b	-0.265903599	-1.295231375	0.244657921	-0.435887548	-0.051108414	-1.421452598	-1.158525156	-1.157529869	-1.418785205	-0.38374837	1.149399489	1.157642519	1.306591129	0.085330212	0.502668367	1.385678149	0.726803698	1.029400651
ENSMUSG00000032377	Plscr4	-0.563816398	-0.08376089	-0.150181063	-0.206734974	-0.312214873	-1.147300387	-0.927278831	-1.076230813	-0.251128247	-0.625366445	0.247936304	-0.774598892	0.595774158	0.894724979	0.847879455	-0.82580877	2.110496202	2.247609485
ENSMUSG00000032418	Me1	-0.907868257	-0.117343842	-0.684390172	-0.810564134	-0.892921766	-1.447204655	-0.443459468	-1.012161509	-1.367524543	0.237484111	0.45080287	1.336237251	0.063223868	0.770233279	0.880621002	1.62738702	1.547353593	0.770095353
ENSMUSG00000032436	Cmtm7	-0.734866637	-0.402522759	-1.072912608	-0.881007128	-1.17229954	0.291396773	-0.859169221	-0.425613378	-0.057648591	-1.661412555	1.431339489	1.800260363	1.174142392	1.141842392	-0.115883369	1.039844079	0.121020428	0.383489871
ENSMUSG00000032470	Mras	-0.442880433	-0.412785594	0.053132759	0.015451648	-0.801535562	-1.272285015	-0.641388302	0.237802352	-1.523485067	-1.820883694	0.715183495	1.575802931	1.221030254	1.060897196	0.02999622	0.727675728	-0.169017091	1.447288175
ENSMUSG00000032496	Ltf	-0.145116925	-0.784359055	-0.584903966	-0.790815899	-0.787259194	-1.04633365	-1.04633365	-1.04633365	-0.421840622	-0.309292067	1.459130699	0.769424994	1.574260092	-0.034212938	0.572107818	1.442781455	1.7965666	-0.617470042
ENSMUSG00000032513	Gorasp1	-0.03812644	0.003968268	-1.223862469	-0.186591422	-0.780128482	-1.254452223	-0.130848709	-0.119207575	-0.057286357	-2.490457648	1.324273883	0.828161702	-0.034699276	1.14382913	0.955568103	1.363803542	0.723668469	-0.027612498
ENSMUSG00000032561	Acpp	-0.321951643	0.091939738	0.345372417	-0.401708706	-0.993144639	-1.311986524	-1.311986524	0.024865595	-0.856516424	-1.311986524	1.340754781	1.501853684	1.324939725	1.466018905	-0.826893681	0.759364642	-0.200362589	0.681427767
ENSMUSG00000032598	Nckipsd	-0.534123529	-0.968581314	-0.179557673	0.39237277	0.019680728	-0.205880383	-0.404196906	-2.803364823	-1.157240432	-0.677663156	0.912389665	0.818233936	0.322707869	1.058604356	0.620620176	0.819857144	1.053752931	0.912388643
ENSMUSG00000032643	Fhl3	-0.713870227	0.096338894	-1.309675276	-0.462395534	-0.997047281	-0.725891653	-0.298050286	-1.93050534	-0.461265843	-0.19617952	1.154344551	2.138188177	0.926642807	0.64220083	0.541656898	0.337659177	0.085720345	1.17212928
ENSMUSG00000032657	Fam189b	-0.447209732	-0.61144169	0.022755563	-0.257774519	-0.463207058	-1.506887943	-0.957206365	-0.364767459	-0.684360868	-0.868333338	2.199100455	1.585885857	0.70131103	0.945306197	-0.388507059	0.737456656	-0.847440911	1.205321184
ENSMUSG00000032718	Mansc1	-0.045493211	-0.474795537	-0.176104973	0.156580653	-1.145967353	-1.123252323	-0.23300618	-2.007549403	-1.057669082	-0.675716382	1.406431167	1.102839524	0.691352268	1.122156737	1.650041033	-0.173730215	0.095778128	0.888105149
ENSMUSG00000032737	Inppl1	-0.744125527	0.36598752	-1.031202001	-0.450612019	-0.747038289	0.029065004	-0.353468402	0.153779004	-0.859365856	-2.056612508	1.060768285	2.621449108	0.664825509	0.19171554	0.174853009	0.886340191	-0.145153977	0.238795409
ENSMUSG00000032741	Tpcn1	-1.166464249	0.187404944	-0.806520224	0.073009253	-0.337925188	-0.442182564	-1.703252538	-1.26964784	-1.349146722	-0.578767449	1.048759897	1.621450248	1.37794622	0.75278528	0.536855264	0.663893422	0.497749036	0.894053209
ENSMUSG00000032754	Slc8b1	-0.798715052	-0.253269166	-0.702723088	-0.343432001	-1.018692104	0.968194851	-0.477411053	-0.570717886	-0.511105812	-1.709310795	1.202226904	1.693652139	0.710837275	0.936798076	-1.310847507	1.248653277	-0.062320729	0.998182673
ENSMUSG00000032788	Pdxk	-0.814676565	0.580009119	-1.313267424	-0.954683902	-0.821605773	0.218041662	-0.389876598	-0.966103252	-0.784025346	-1.602645547	0.332501043	1.261408238	0.467332069	0.283099646	0.470905825	2.017728876	1.162228691	0.853629237
ENSMUSG00000032812	Arap1	-0.784180447	-0.0672584	-0.712989275	-0.485553018	-0.652433961	0.362303472	-0.41624392	-1.081476429	-0.827454079	-1.318773815	1.476765422	2.241612852	0.825334001	0.359021144	-0.369197289	1.59024851	-0.627580038	0.487855271
ENSMUSG00000032860	P2ry2	-0.691416332	-0.495630095	-0.210399994	-0.046979032	-0.503451029	-1.166505098	0.188638886	-0.984442368	-0.889353376	-1.111184115	0.54257265	1.077384814	1.192716194	0.4107021	-1.535725022	1.344617708	1.10037412	1.778079988
ENSMUSG00000032911	Cspg4	-0.142607188	-0.678342109	-0.378671236	-0.271640742	-0.748444161	-0.982767449	-1.301415489	-1.228069107	-1.45640264	-0.718934255	1.278242251	1.509613209	1.142437837	1.10440793	0.252223581	1.185183539	0.699560701	0.735625328
ENSMUSG00000033022	Cdo1	-0.684478717	-0.484614299	-0.395423922	-1.020906125	0.081062838	-0.990956431	-0.531241053	-1.070880742	-0.425661158	-0.456913844	0.653809515	2.09399667	1.503214635	1.234543832	-1.282812031	0.246777125	1.404289913	0.126193792
ENSMUSG00000033066	Gas7	-0.016423767	-0.004639314	-0.044496118	-0.213350885	-0.184161582	-0.938908055	-1.498890241	-1.708752733	-1.215842458	-0.706315955	1.833654312	1.541771837	0.979067301	1.083817429	0.694713011	0.385164397	-0.434469807	0.448062627
ENSMUSG00000033082	Clec1a	-0.464158232	-0.71458115	-0.534947045	-0.667187287	-0.485460297	-1.619051897	-0.48378419	-1.419746332	-1.1356605	-0.370883767	1.449042125	0.504163897	0.621320987	1.391548806	0.713031982	0.919077343	0.736079181	1.561196378
ENSMUSG00000033192	Lpcat2	-1.333115096	-0.263604562	-0.797253542	-0.749004569	-1.012476049	-0.783324255	-0.386943454	-0.450165016	-0.399059755	-1.722499875	1.556485761	1.357651869	1.01193106	0.615194159	0.743031876	1.27224278	0.89552306	0.445385607
ENSMUSG00000033207	Mamdc2	0.030853057	-0.551105533	-0.279086133	-0.38734938	-0.759675318	-0.822997816	-1.286613485	-1.019410568	-1.457810401	-1.281005728	1.088713579	1.657654644	1.105193707	1.188903823	0.382472442	0.982099041	0.503990184	0.905173885
ENSMUSG00000033213	AA467197	-0.591821857	-0.618941225	-0.73423151	-0.382194412	-0.597381323	-0.340379953	-2.022073187	-0.667934167	-0.951562095	-0.587167856	1.751705989	1.015952976	0.96710006	1.579229574	0.602064603	0.467799103	0.008773511	1.101061769
ENSMUSG00000033287	Kctd17	-0.038615441	-0.210607306	-1.109972939	-0.128005246	-0.733572294	-0.905765264	-0.916892743	-0.383233251	-0.311754161	-2.429205141	0.758708803	1.569012471	0.462061701	0.599460008	0.849059384	0.897752604	0.732402318	1.299166497
ENSMUSG00000033416	Gucd1	-0.87246162	-1.697494198	-1.235532486	-0.534628841	-1.200708244	0.95199609	-0.38668364	-0.249386803	-0.841844671	-0.822725478	0.977559251	1.434658506	0.397101734	1.170831452	0.528374619	1.349681515	0.054824232	0.976438583
ENSMUSG00000033417	Cacul1	-0.587568013	0.391869066	-0.714975802	-0.958690066	-0.727670341	-1.028169238	-1.09258627	-0.536515583	-1.487314554	-0.554634495	0.90766707	0.534079163	0.099974189	0.075105403	1.076936266	1.395025098	1.836567989	1.370900119
ENSMUSG00000033446	Lpar6	-1.156633706	-0.425233274	-0.667988394	-0.553454606	0.201764457	-0.637425545	-0.343168853	-0.670820279	-2.409314036	0.372045321	-0.043230746	1.23045123	1.197788417	1.395601849	1.110059428	0.427921715	-0.216032238	1.187669258
ENSMUSG00000033470	Cysltr2	-0.129618517	-0.579051466	-0.577711143	-1.180481542	-0.585011652	-1.180481542	-0.510280534	-0.710370584	-1.180481542	-1.180481542	1.367026584	1.125695032	0.949862428	1.089923931	1.440505706	1.176158799	-0.270611345	0.93540893
ENSMUSG00000033526	Ppip5k1	-0.911818152	-0.065269522	-0.374933617	-1.557369235	-0.589886134	0.391454143	-0.468386594	-0.612996236	-1.292938796	-1.330528099	0.298590639	0.440031296	1.410619432	0.9103719	-0.066578233	1.625398144	0.424474436	1.769764627
ENSMUSG00000033565	Rbfox2	-0.136329867	-0.896613677	0.104226965	-0.337337502	-0.463420269	-0.8630229	-1.819071686	-1.402572985	-1.208842678	-0.480367259	1.189669554	1.103298281	1.171810917	0.72339302	1.000451475	1.352025764	0.871025016	0.091677832
ENSMUSG00000033610	Pank1	-0.472750718	0.163566971	-0.388426685	0.4059929	-0.962529858	-1.372984727	-1.372984727	-1.372984727	-1.372984727	0.400812118	1.640603444	1.248134747	0.659192018	1.472791657	0.244670825	0.939991263	0.058042621	0.081847605
ENSMUSG00000033685	Ucp2	0.110839891	-0.71466985	-0.220088585	0.043396326	-0.396928188	-0.458606573	0.506218809	-1.64740111	-1.240102545	-0.437903164	2.561546136	1.723527549	0.625385185	0.857058412	-0.139390978	-0.436027968	-0.700253201	-0.036600147
ENSMUSG00000033721	Vav3	-1.113022319	-1.040615856	-0.41729554	-0.776214879	-0.576511106	-0.71489258	-0.214399564	-0.533762704	-1.933990536	-0.404282119	1.526274821	1.068415064	0.89307056	1.255812543	0.543908082	0.142624672	1.028064942	1.266816522
ENSMUSG00000033777	Tlr13	-0.792645759	-0.14210858	-1.130753545	-1.052173922	-1.754787395	-0.382925074	-1.363397954	-0.435961778	0.332927334	-0.070179907	0.887281511	1.779656621	0.146639673	0.510477662	0.623135068	1.858193691	0.419752807	0.566869548
ENSMUSG00000033871	Ppargc1b	-0.511513814	-1.355345323	-0.513828162	-0.224861514	-1.602342569	-0.962593594	0.473921705	-1.076847429	-1.024793215	-0.131152033	0.862022859	1.547722721	0.713700516	-0.228896678	1.209258939	1.638672447	0.804312276	0.382562868
ENSMUSG00000033880	Lgals3bp	-0.811060837	-0.168057907	-0.813655525	-1.076978467	-1.060920693	-0.619507948	-0.580474195	-1.023454072	-1.078735059	-0.92210446	1.674747219	1.657586771	0.96725608	0.920874497	0.479512409	0.897386172	0.772307697	0.785278318
ENSMUSG00000033949	Trim36	-0.827116484	0.201071419	0.622993357	-0.529190758	0.022716185	-1.084912263	-0.633183889	-0.775907928	-1.664920192	-0.574450294	-0.072039619	-0.898491955	-0.096030338	1.132808576	1.296448379	0.364909698	2.09475457	1.420541534
ENSMUSG00000034041	Lyl1	-0.448583195	-0.502183992	0.070271112	0.0038204	-0.507460475	-1.257828872	-0.954576549	-1.646248299	-0.857072875	-0.87616173	1.687175703	1.228106378	0.510324312	1.734785083	0.5918021	0.426496529	1.141527064	-0.344192695
ENSMUSG00000034157	Cipc	-0.252439273	-0.443541786	0.27591856	-0.443131331	-0.500603364	-1.561488405	-0.944543018	-0.654664145	-2.054209449	-0.396952417	0.381187652	1.279878701	0.839752738	0.941293742	-0.200934008	1.348982437	1.186619016	1.198874349
ENSMUSG00000034187	Nsf	-0.321171446	-0.572949319	-0.664866883	-0.971372265	-1.157741182	-0.957960136	-0.354486758	-1.185778961	-1.169189401	-0.382644177	1.418204018	1.852757777	1.03678267	0.87465154	-0.051817968	1.274640691	0.466405807	0.866535992
